,chrom_presence,location
Ebacter_C100203,1.0,chrom
Ebacter_C100205,1.0,chrom
Ebacter_C100206,0.0,plasmid
Ebacter_C100207,1.0,chrom
Ebacter_C10020,1.0,chrom
Ebacter_C100210,1.0,chrom
Ebacter_C100219,1.0,chrom
Ebacter_C10021,1.0,chrom
Ebacter_C100220,1.0,chrom
Ebacter_C100221,1.0,chrom
Ebacter_C100222,1.0,chrom
Ebacter_C100223,1.0,chrom
Ebacter_C100224,1.0,chrom
Ebacter_C100225,1.0,chrom
Ebacter_C100226,1.0,chrom
Ebacter_C100227,1.0,chrom
Ebacter_C100228,1.0,chrom
Ebacter_C100229,1.0,chrom
Ebacter_C10022,1.0,chrom
Ebacter_C100230,1.0,chrom
Ebacter_C100231,1.0,chrom
Ebacter_C100232,1.0,chrom
Ebacter_C100233,0.0,plasmid
Ebacter_C100236,0.0,plasmid
Ebacter_C10023,1.0,chrom
Ebacter_C10024,1.0,chrom
Ebacter_C100253,1.0,chrom
Ebacter_C10025,1.0,chrom
Ebacter_C100261,1.0,chrom
Ebacter_C100263,1.0,chrom
Ebacter_C100268,1.0,chrom
Ebacter_C10026,0.0,plasmid
Ebacter_C100271,1.0,chrom
Ebacter_C100274,1.0,chrom
Ebacter_C100275,1.0,chrom
Ebacter_C100278,1.0,chrom
Ebacter_C100279,1.0,chrom
Ebacter_C10027,1.0,chrom
Ebacter_C100284,1.0,chrom
Ebacter_C100289,1.0,chrom
Ebacter_C10028,1.0,chrom
Ebacter_C100293,1.0,chrom
Ebacter_C100298,1.0,chrom
Ebacter_C10029,1.0,chrom
Ebacter_C100301,0.0,plasmid
Ebacter_C100303,0.5,plasmid
Ebacter_C100304,1.0,chrom
Ebacter_C100306,0.0,plasmid
Ebacter_C100308,1.0,chrom
Ebacter_C100309,1.0,chrom
Ebacter_C10030,0.9978586723768736,chrom
Ebacter_C100313,1.0,chrom
Ebacter_C100316,0.0,plasmid
Ebacter_C100325,1.0,chrom
Ebacter_C100328,1.0,chrom
Ebacter_C100329,1.0,chrom
Ebacter_C100330,1.0,chrom
Ebacter_C100334,1.0,chrom
Ebacter_C10033,1.0,chrom
Ebacter_C100342,1.0,chrom
Ebacter_C100343,0.0,plasmid
Ebacter_C100344,0.0,plasmid
Ebacter_C100348,1.0,chrom
Ebacter_C10034,1.0,chrom
Ebacter_C100354,1.0,chrom
Ebacter_C100356,1.0,chrom
Ebacter_C100359,1.0,chrom
Ebacter_C10035,1.0,chrom
Ebacter_C100360,1.0,chrom
Ebacter_C100364,1.0,chrom
Ebacter_C100366,0.0,plasmid
Ebacter_C10036,1.0,chrom
Ebacter_C100370,1.0,chrom
Ebacter_C100374,1.0,chrom
Ebacter_C100378,1.0,chrom
Ebacter_C100386,1.0,chrom
Ebacter_C100387,1.0,chrom
Ebacter_C100388,1.0,chrom
Ebacter_C100389,1.0,chrom
Ebacter_C100390,1.0,chrom
Ebacter_C100391,1.0,chrom
Ebacter_C100393,1.0,chrom
Ebacter_C100394,1.0,chrom
Ebacter_C100395,1.0,chrom
Ebacter_C100396,0.0,plasmid
Ebacter_C100397,1.0,chrom
Ebacter_C100398,1.0,chrom
Ebacter_C1003,0.0,plasmid
Ebacter_C100405,1.0,chrom
Ebacter_C100407,1.0,chrom
Ebacter_C100408,1.0,chrom
Ebacter_C10040,1.0,chrom
Ebacter_C100418,0.0,plasmid
Ebacter_C100419,1.0,chrom
Ebacter_C100420,1.0,chrom
Ebacter_C100421,1.0,chrom
Ebacter_C100422,1.0,chrom
Ebacter_C100423,1.0,chrom
Ebacter_C100425,1.0,chrom
Ebacter_C100426,1.0,chrom
Ebacter_C100430,1.0,chrom
Ebacter_C100435,0.0,plasmid
Ebacter_C100439,1.0,chrom
Ebacter_C10043,1.0,chrom
Ebacter_C100443,1.0,chrom
Ebacter_C100444,1.0,chrom
Ebacter_C100445,0.0,plasmid
Ebacter_C100448,1.0,chrom
Ebacter_C10044,1.0,chrom
Ebacter_C100450,1.0,chrom
Ebacter_C100451,1.0,chrom
Ebacter_C100452,1.0,chrom
Ebacter_C100459,1.0,chrom
Ebacter_C10045,1.0,chrom
Ebacter_C100462,1.0,chrom
Ebacter_C100463,1.0,chrom
Ebacter_C100465,1.0,chrom
Ebacter_C100466,0.0,plasmid
Ebacter_C100468,1.0,chrom
Ebacter_C100469,1.0,chrom
Ebacter_C10046,1.0,chrom
Ebacter_C100470,0.9978813559322034,chrom
Ebacter_C100471,0.9882352941176471,chrom
Ebacter_C100472,1.0,chrom
Ebacter_C100473,1.0,chrom
Ebacter_C100474,1.0,chrom
Ebacter_C100475,0.4,plasmid
Ebacter_C100477,1.0,chrom
Ebacter_C100478,0.5,plasmid
Ebacter_C100479,0.5595238095238095,chrom
Ebacter_C10047,1.0,chrom
Ebacter_C100480,1.0,chrom
Ebacter_C100481,1.0,chrom
Ebacter_C100482,1.0,chrom
Ebacter_C100483,1.0,chrom
Ebacter_C100484,0.25,plasmid
Ebacter_C100485,0.05,plasmid
Ebacter_C100486,0.06666666666666667,plasmid
Ebacter_C100487,0.6666666666666666,chrom
Ebacter_C100488,0.9787234042553191,chrom
Ebacter_C100489,0.0,plasmid
Ebacter_C100490,1.0,chrom
Ebacter_C100492,1.0,chrom
Ebacter_C100493,0.9666666666666667,chrom
Ebacter_C100494,0.0,plasmid
Ebacter_C100497,0.0,plasmid
Ebacter_C100499,1.0,chrom
Ebacter_C1004,0.0,plasmid
Ebacter_C100500,1.0,chrom
Ebacter_C100501,1.0,chrom
Ebacter_C100502,0.0,plasmid
Ebacter_C100503,1.0,chrom
Ebacter_C100504,1.0,chrom
Ebacter_C100505,1.0,chrom
Ebacter_C100507,0.9978858350951374,chrom
Ebacter_C100509,1.0,chrom
Ebacter_C10050,0.9956803455723542,chrom
Ebacter_C100510,1.0,chrom
Ebacter_C100511,1.0,chrom
Ebacter_C100512,1.0,chrom
Ebacter_C100513,1.0,chrom
Ebacter_C100514,1.0,chrom
Ebacter_C100515,1.0,chrom
Ebacter_C100517,1.0,chrom
Ebacter_C100518,1.0,chrom
Ebacter_C100519,1.0,chrom
Ebacter_C100521,1.0,chrom
Ebacter_C100522,1.0,chrom
Ebacter_C100523,1.0,chrom
Ebacter_C100525,1.0,chrom
Ebacter_C100527,1.0,chrom
Ebacter_C100528,0.0,plasmid
Ebacter_C100529,1.0,chrom
Ebacter_C10052,1.0,chrom
Ebacter_C100530,1.0,chrom
Ebacter_C100535,1.0,chrom
Ebacter_C100538,1.0,chrom
Ebacter_C100539,0.5,plasmid
Ebacter_C10053,1.0,chrom
Ebacter_C100540,1.0,chrom
Ebacter_C100544,1.0,chrom
Ebacter_C100545,1.0,chrom
Ebacter_C100547,1.0,chrom
Ebacter_C100548,0.0,plasmid
Ebacter_C10054,0.0,plasmid
Ebacter_C100550,1.0,chrom
Ebacter_C100551,0.03669724770642202,plasmid
Ebacter_C100553,0.0,plasmid
Ebacter_C100555,0.8478260869565217,chrom
Ebacter_C100557,1.0,chrom
Ebacter_C100559,1.0,chrom
Ebacter_C100561,1.0,chrom
Ebacter_C100562,0.3333333333333333,plasmid
Ebacter_C100563,1.0,chrom
Ebacter_C100564,1.0,chrom
Ebacter_C100565,1.0,chrom
Ebacter_C100566,1.0,chrom
Ebacter_C100568,0.0,plasmid
Ebacter_C10056,1.0,chrom
Ebacter_C100570,1.0,chrom
Ebacter_C100571,1.0,chrom
Ebacter_C100572,1.0,chrom
Ebacter_C100573,1.0,chrom
Ebacter_C100574,1.0,chrom
Ebacter_C100575,1.0,chrom
Ebacter_C100576,0.0,plasmid
Ebacter_C100578,1.0,chrom
Ebacter_C10057,0.9629629629629629,chrom
Ebacter_C100582,1.0,chrom
Ebacter_C100584,1.0,chrom
Ebacter_C100587,1.0,chrom
Ebacter_C100588,1.0,chrom
Ebacter_C100589,1.0,chrom
Ebacter_C100590,1.0,chrom
Ebacter_C100592,0.0,plasmid
Ebacter_C100593,1.0,chrom
Ebacter_C100596,1.0,chrom
Ebacter_C100597,1.0,chrom
Ebacter_C100598,0.0,plasmid
Ebacter_C100599,1.0,chrom
Ebacter_C1005,1.0,chrom
Ebacter_C100603,1.0,chrom
Ebacter_C100604,1.0,chrom
Ebacter_C100606,1.0,chrom
Ebacter_C100607,0.0,plasmid
Ebacter_C100610,1.0,chrom
Ebacter_C100611,1.0,chrom
Ebacter_C100612,1.0,chrom
Ebacter_C100613,1.0,chrom
Ebacter_C100614,1.0,chrom
Ebacter_C100616,0.0,plasmid
Ebacter_C100617,1.0,chrom
Ebacter_C100618,1.0,chrom
Ebacter_C100619,1.0,chrom
Ebacter_C100622,0.0,plasmid
Ebacter_C100623,0.0,plasmid
Ebacter_C100625,1.0,chrom
Ebacter_C100627,1.0,chrom
Ebacter_C100628,1.0,chrom
Ebacter_C100630,1.0,chrom
Ebacter_C100631,0.0,plasmid
Ebacter_C100632,0.0,plasmid
Ebacter_C100634,1.0,chrom
Ebacter_C100636,1.0,chrom
Ebacter_C100637,1.0,chrom
Ebacter_C100638,0.0,plasmid
Ebacter_C100639,1.0,chrom
Ebacter_C100643,1.0,chrom
Ebacter_C100644,1.0,chrom
Ebacter_C100645,1.0,chrom
Ebacter_C100647,0.0,plasmid
Ebacter_C100648,1.0,chrom
Ebacter_C100650,1.0,chrom
Ebacter_C100651,1.0,chrom
Ebacter_C100652,1.0,chrom
Ebacter_C100653,1.0,chrom
Ebacter_C100654,1.0,chrom
Ebacter_C100655,0.0,plasmid
Ebacter_C100656,0.0,plasmid
Ebacter_C100658,1.0,chrom
Ebacter_C10065,1.0,chrom
Ebacter_C100661,0.9978858350951374,chrom
Ebacter_C100663,1.0,chrom
Ebacter_C100665,1.0,chrom
Ebacter_C100666,0.0,plasmid
Ebacter_C100667,1.0,chrom
Ebacter_C10066,1.0,chrom
Ebacter_C100675,1.0,chrom
Ebacter_C100676,0.0,plasmid
Ebacter_C100678,1.0,chrom
Ebacter_C100681,0.0,plasmid
Ebacter_C100683,1.0,chrom
Ebacter_C100688,1.0,chrom
Ebacter_C100689,1.0,chrom
Ebacter_C10068,1.0,chrom
Ebacter_C100691,1.0,chrom
Ebacter_C100695,1.0,chrom
Ebacter_C100696,1.0,chrom
Ebacter_C100697,0.03571428571428571,plasmid
Ebacter_C100699,1.0,chrom
Ebacter_C10069,1.0,chrom
Ebacter_C100702,0.6666666666666666,chrom
Ebacter_C100703,1.0,chrom
Ebacter_C100704,0.0,plasmid
Ebacter_C100705,1.0,chrom
Ebacter_C100706,1.0,chrom
Ebacter_C100711,1.0,chrom
Ebacter_C100713,0.0,plasmid
Ebacter_C100714,1.0,chrom
Ebacter_C100718,1.0,chrom
Ebacter_C100719,1.0,chrom
Ebacter_C10071,1.0,chrom
Ebacter_C100721,1.0,chrom
Ebacter_C100722,0.0,plasmid
Ebacter_C100724,1.0,chrom
Ebacter_C100725,1.0,chrom
Ebacter_C100728,0.0,plasmid
Ebacter_C100729,1.0,chrom
Ebacter_C10072,1.0,chrom
Ebacter_C100730,1.0,chrom
Ebacter_C100733,1.0,chrom
Ebacter_C100737,0.0,plasmid
Ebacter_C100739,1.0,chrom
Ebacter_C10073,1.0,chrom
Ebacter_C100742,1.0,chrom
Ebacter_C100746,1.0,chrom
Ebacter_C100747,1.0,chrom
Ebacter_C100748,1.0,chrom
Ebacter_C100749,1.0,chrom
Ebacter_C10074,1.0,chrom
Ebacter_C100750,1.0,chrom
Ebacter_C100751,1.0,chrom
Ebacter_C100752,1.0,chrom
Ebacter_C100753,1.0,chrom
Ebacter_C100756,1.0,chrom
Ebacter_C100757,1.0,chrom
Ebacter_C10075,0.9545454545454546,chrom
Ebacter_C100762,1.0,chrom
Ebacter_C100766,1.0,chrom
Ebacter_C100767,1.0,chrom
Ebacter_C100768,0.0,plasmid
Ebacter_C10076,0.0,plasmid
Ebacter_C100776,1.0,chrom
Ebacter_C10077,1.0,chrom
Ebacter_C100780,1.0,chrom
Ebacter_C100783,1.0,chrom
Ebacter_C100784,1.0,chrom
Ebacter_C100785,1.0,chrom
Ebacter_C100786,1.0,chrom
Ebacter_C100787,1.0,chrom
Ebacter_C10078,0.0,plasmid
Ebacter_C100790,0.0,plasmid
Ebacter_C100793,1.0,chrom
Ebacter_C100798,1.0,chrom
Ebacter_C100799,0.0,plasmid
Ebacter_C10079,0.9963768115942029,chrom
Ebacter_C100803,1.0,chrom
Ebacter_C100804,1.0,chrom
Ebacter_C10080,1.0,chrom
Ebacter_C100814,1.0,chrom
Ebacter_C100818,1.0,chrom
Ebacter_C100827,1.0,chrom
Ebacter_C100828,1.0,chrom
Ebacter_C100829,0.0,plasmid
Ebacter_C100831,1.0,chrom
Ebacter_C100834,0.0,plasmid
Ebacter_C100835,1.0,chrom
Ebacter_C100836,1.0,chrom
Ebacter_C100837,1.0,chrom
Ebacter_C10083,1.0,chrom
Ebacter_C100841,1.0,chrom
Ebacter_C100845,0.0,plasmid
Ebacter_C10084,0.9978540772532188,chrom
Ebacter_C100850,0.9957716701902748,chrom
Ebacter_C100856,1.0,chrom
Ebacter_C100861,1.0,chrom
Ebacter_C100864,1.0,chrom
Ebacter_C100869,1.0,chrom
Ebacter_C10086,1.0,chrom
Ebacter_C100872,1.0,chrom
Ebacter_C100876,1.0,chrom
Ebacter_C100877,1.0,chrom
Ebacter_C100880,1.0,chrom
Ebacter_C100882,1.0,chrom
Ebacter_C100884,1.0,chrom
Ebacter_C100888,0.0,plasmid
Ebacter_C100889,1.0,chrom
Ebacter_C10088,0.9962825278810409,chrom
Ebacter_C100890,1.0,chrom
Ebacter_C100891,1.0,chrom
Ebacter_C100892,1.0,chrom
Ebacter_C100893,1.0,chrom
Ebacter_C100894,1.0,chrom
Ebacter_C10089,0.0,plasmid
Ebacter_C1008,1.0,chrom
Ebacter_C100900,0.0,plasmid
Ebacter_C100902,1.0,chrom
Ebacter_C100903,1.0,chrom
Ebacter_C100904,1.0,chrom
Ebacter_C100905,1.0,chrom
Ebacter_C100907,1.0,chrom
Ebacter_C100908,1.0,chrom
Ebacter_C100909,1.0,chrom
Ebacter_C100911,0.0,plasmid
Ebacter_C100915,1.0,chrom
Ebacter_C100916,1.0,chrom
Ebacter_C100917,0.0,plasmid
Ebacter_C100918,1.0,chrom
Ebacter_C100919,1.0,chrom
Ebacter_C10091,1.0,chrom
Ebacter_C100920,1.0,chrom
Ebacter_C100922,1.0,chrom
Ebacter_C100926,1.0,chrom
Ebacter_C10092,1.0,chrom
Ebacter_C100930,1.0,chrom
Ebacter_C100932,1.0,chrom
Ebacter_C100936,1.0,chrom
Ebacter_C100940,0.0,plasmid
Ebacter_C100941,0.0,plasmid
Ebacter_C100943,1.0,chrom
Ebacter_C100944,1.0,chrom
Ebacter_C100945,1.0,chrom
Ebacter_C100946,1.0,chrom
Ebacter_C100947,1.0,chrom
Ebacter_C100948,1.0,chrom
Ebacter_C100953,1.0,chrom
Ebacter_C100956,1.0,chrom
Ebacter_C100957,1.0,chrom
Ebacter_C100958,0.0,plasmid
Ebacter_C100959,1.0,chrom
Ebacter_C100961,1.0,chrom
Ebacter_C100964,1.0,chrom
Ebacter_C100965,0.0,plasmid
Ebacter_C100967,1.0,chrom
Ebacter_C10096,1.0,chrom
Ebacter_C100971,1.0,chrom
Ebacter_C100976,1.0,chrom
Ebacter_C100977,1.0,chrom
Ebacter_C100978,1.0,chrom
Ebacter_C100979,1.0,chrom
Ebacter_C10097,1.0,chrom
Ebacter_C100980,1.0,chrom
Ebacter_C100981,1.0,chrom
Ebacter_C100982,1.0,chrom
Ebacter_C100983,1.0,chrom
Ebacter_C100984,1.0,chrom
Ebacter_C100985,1.0,chrom
Ebacter_C100986,1.0,chrom
Ebacter_C100987,1.0,chrom
Ebacter_C10098,1.0,chrom
Ebacter_C100990,1.0,chrom
Ebacter_C100993,0.997872340425532,chrom
Ebacter_C100994,0.9978858350951374,chrom
Ebacter_C100995,1.0,chrom
Ebacter_C100996,1.0,chrom
Ebacter_C100997,0.3563218390804598,plasmid
Ebacter_C100999,1.0,chrom
Ebacter_C10099,0.0,plasmid
Ebacter_C1009,0.0,plasmid
Ebacter_C101001,1.0,chrom
Ebacter_C101002,1.0,chrom
Ebacter_C101003,1.0,chrom
Ebacter_C101004,1.0,chrom
Ebacter_C101005,1.0,chrom
Ebacter_C101006,1.0,chrom
Ebacter_C101007,1.0,chrom
Ebacter_C101008,1.0,chrom
Ebacter_C101009,1.0,chrom
Ebacter_C10100,1.0,chrom
Ebacter_C101010,0.038461538461538464,plasmid
Ebacter_C101011,1.0,chrom
Ebacter_C101012,1.0,chrom
Ebacter_C101013,1.0,chrom
Ebacter_C101014,0.8125,chrom
Ebacter_C101015,1.0,chrom
Ebacter_C101016,1.0,chrom
Ebacter_C101017,1.0,chrom
Ebacter_C101018,1.0,chrom
Ebacter_C101019,1.0,chrom
Ebacter_C101020,0.10526315789473684,plasmid
Ebacter_C101023,0.0,plasmid
Ebacter_C101024,1.0,chrom
Ebacter_C101025,0.0,plasmid
Ebacter_C101026,0.0,plasmid
Ebacter_C101027,1.0,chrom
Ebacter_C101028,1.0,chrom
Ebacter_C101029,1.0,chrom
Ebacter_C101030,1.0,chrom
Ebacter_C101032,0.0,plasmid
Ebacter_C101033,1.0,chrom
Ebacter_C101034,1.0,chrom
Ebacter_C101035,1.0,chrom
Ebacter_C101036,1.0,chrom
Ebacter_C101037,0.0,plasmid
Ebacter_C101038,1.0,chrom
Ebacter_C10103,1.0,chrom
Ebacter_C101040,0.0,plasmid
Ebacter_C101041,1.0,chrom
Ebacter_C101042,1.0,chrom
Ebacter_C101043,0.0,plasmid
Ebacter_C101044,0.0,plasmid
Ebacter_C101046,0.0,plasmid
Ebacter_C101047,1.0,chrom
Ebacter_C101048,0.0,plasmid
Ebacter_C101049,1.0,chrom
Ebacter_C101050,1.0,chrom
Ebacter_C101052,1.0,chrom
Ebacter_C101054,1.0,chrom
Ebacter_C101055,1.0,chrom
Ebacter_C101056,1.0,chrom
Ebacter_C101057,1.0,chrom
Ebacter_C101058,1.0,chrom
Ebacter_C101059,1.0,chrom
Ebacter_C101060,1.0,chrom
Ebacter_C101061,1.0,chrom
Ebacter_C101064,1.0,chrom
Ebacter_C101066,0.21052631578947367,plasmid
Ebacter_C101067,1.0,chrom
Ebacter_C101068,1.0,chrom
Ebacter_C101070,0.875,chrom
Ebacter_C101072,0.0,plasmid
Ebacter_C101073,1.0,chrom
Ebacter_C101075,0.0,plasmid
Ebacter_C101079,1.0,chrom
Ebacter_C101080,1.0,chrom
Ebacter_C101081,1.0,chrom
Ebacter_C101082,1.0,chrom
Ebacter_C101083,1.0,chrom
Ebacter_C101084,1.0,chrom
Ebacter_C101085,1.0,chrom
Ebacter_C101086,1.0,chrom
Ebacter_C101087,0.9,chrom
Ebacter_C101089,1.0,chrom
Ebacter_C101092,1.0,chrom
Ebacter_C101094,1.0,chrom
Ebacter_C101096,1.0,chrom
Ebacter_C101098,1.0,chrom
Ebacter_C1010,1.0,chrom
Ebacter_C101102,1.0,chrom
Ebacter_C101103,1.0,chrom
Ebacter_C101106,1.0,chrom
Ebacter_C101107,1.0,chrom
Ebacter_C101108,1.0,chrom
Ebacter_C101109,0.0,plasmid
Ebacter_C101110,0.0,plasmid
Ebacter_C101113,1.0,chrom
Ebacter_C101114,1.0,chrom
Ebacter_C101115,1.0,chrom
Ebacter_C101116,1.0,chrom
Ebacter_C101118,0.0,plasmid
Ebacter_C101119,0.0,plasmid
Ebacter_C10111,0.045454545454545456,plasmid
Ebacter_C101120,0.0,plasmid
Ebacter_C101125,1.0,chrom
Ebacter_C101126,1.0,chrom
Ebacter_C101132,0.0,plasmid
Ebacter_C101134,0.0,plasmid
Ebacter_C101138,0.0,plasmid
Ebacter_C101139,1.0,chrom
Ebacter_C10113,1.0,chrom
Ebacter_C101141,0.9882352941176471,chrom
Ebacter_C101142,1.0,chrom
Ebacter_C101143,1.0,chrom
Ebacter_C101144,0.16666666666666666,plasmid
Ebacter_C101151,1.0,chrom
Ebacter_C101152,1.0,chrom
Ebacter_C101153,1.0,chrom
Ebacter_C101154,1.0,chrom
Ebacter_C101155,1.0,chrom
Ebacter_C101156,1.0,chrom
Ebacter_C101157,1.0,chrom
Ebacter_C101158,1.0,chrom
Ebacter_C101159,1.0,chrom
Ebacter_C10115,1.0,chrom
Ebacter_C101160,1.0,chrom
Ebacter_C101161,1.0,chrom
Ebacter_C101162,1.0,chrom
Ebacter_C101164,1.0,chrom
Ebacter_C101165,1.0,chrom
Ebacter_C101166,0.0,plasmid
Ebacter_C101167,1.0,chrom
Ebacter_C101168,1.0,chrom
Ebacter_C101170,0.0,plasmid
Ebacter_C101171,1.0,chrom
Ebacter_C101172,1.0,chrom
Ebacter_C101173,1.0,chrom
Ebacter_C101174,1.0,chrom
Ebacter_C101175,0.0,plasmid
Ebacter_C101177,0.0,plasmid
Ebacter_C101179,1.0,chrom
Ebacter_C10117,1.0,chrom
Ebacter_C101180,1.0,chrom
Ebacter_C101181,0.5714285714285714,chrom
Ebacter_C101182,1.0,chrom
Ebacter_C101184,1.0,chrom
Ebacter_C101187,0.0,plasmid
Ebacter_C101188,0.0,plasmid
Ebacter_C101189,0.0,plasmid
Ebacter_C101191,1.0,chrom
Ebacter_C101193,0.0,plasmid
Ebacter_C101196,1.0,chrom
Ebacter_C101197,1.0,chrom
Ebacter_C101198,1.0,chrom
Ebacter_C101199,1.0,chrom
Ebacter_C10119,1.0,chrom
Ebacter_C1011,1.0,chrom
Ebacter_C101200,1.0,chrom
Ebacter_C101201,1.0,chrom
Ebacter_C101202,1.0,chrom
Ebacter_C101203,0.0,plasmid
Ebacter_C101204,0.0,plasmid
Ebacter_C101208,1.0,chrom
Ebacter_C101209,1.0,chrom
Ebacter_C10120,1.0,chrom
Ebacter_C101210,1.0,chrom
Ebacter_C101211,1.0,chrom
Ebacter_C101212,1.0,chrom
Ebacter_C101213,1.0,chrom
Ebacter_C101216,1.0,chrom
Ebacter_C101217,1.0,chrom
Ebacter_C101218,1.0,chrom
Ebacter_C101219,1.0,chrom
Ebacter_C101221,0.0,plasmid
Ebacter_C101222,0.0,plasmid
Ebacter_C101227,1.0,chrom
Ebacter_C10122,1.0,chrom
Ebacter_C101231,1.0,chrom
Ebacter_C101234,1.0,chrom
Ebacter_C101236,1.0,chrom
Ebacter_C101238,1.0,chrom
Ebacter_C101239,1.0,chrom
Ebacter_C10123,1.0,chrom
Ebacter_C101241,1.0,chrom
Ebacter_C101242,0.0,plasmid
Ebacter_C101245,1.0,chrom
Ebacter_C101246,1.0,chrom
Ebacter_C101247,1.0,chrom
Ebacter_C101249,1.0,chrom
Ebacter_C10124,1.0,chrom
Ebacter_C101250,1.0,chrom
Ebacter_C101251,1.0,chrom
Ebacter_C101252,1.0,chrom
Ebacter_C101253,1.0,chrom
Ebacter_C101255,1.0,chrom
Ebacter_C101256,0.0,plasmid
Ebacter_C101257,1.0,chrom
Ebacter_C101259,1.0,chrom
