Gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,phylon_exclusive
group_47826,group_47826,1267600.JFGT01000006_gene1545,5.8899999999999996e-288,790.0,"COG1055@1|root,COG1055@2|Bacteria,1MUX4@1224|Proteobacteria,1RMAV@1236|Gammaproteobacteria,3W08X@53335|Pantoea",2|Bacteria,P,Involved in arsenical resistance. Thought to form the channel of an arsenite pump,arsB,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008490,GO:0008509,GO:0015075,GO:0015103,GO:0015104,GO:0015105,GO:0015291,GO:0015318,GO:0015698,GO:0015699,GO:0015700,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0042960,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0098656",-,ko:K03893,-,-,-,-,"ko00000,ko02000","2.A.45.1,3.A.4.1",-,"iAF1260.b3502,iB21_1397.B21_03304,iBWG_1329.BWG_3192,iECBD_1354.ECBD_0238,iECB_1328.ECB_03351,iECDH10B_1368.ECDH10B_3678,iECDH1ME8569_1439.ECDH1ME8569_3381,iECD_1391.ECD_03351,iECH74115_1262.ECH74115_4851,iECIAI1_1343.ECIAI1_3649,iECO103_1326.ECO103_4229,iECO111_1330.ECO111_4311,iECO26_1355.ECO26_4590,iECSE_1348.ECSE_3768,iECSP_1301.ECSP_4482,iECs_1301.ECs4374,iETEC_1333.ETEC_3749,iEcDH1_1363.EcDH1_0212,iEcE24377_1341.EcE24377A_3985,iEcHS_1320.EcHS_A3704,iEcolC_1368.EcolC_0214,iG2583_1286.G2583_4228,iJO1366.b3502,iSFV_1184.SFV_3514,iSF_1195.SF3535,iS_1188.S4233,iUMNK88_1353.UMNK88_4279,iY75_1357.Y75_RS19690,iZ_1308.Z4904",ArsB,True
group_1880,group_1880,716541.ECL_A218,4.38e-35,119.0,"2ER1H@1|root,337RR@2|Bacteria,1NCVM@1224|Proteobacteria,1SE0T@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_31183,group_31183,1484158.PSNIH1_20885,8.419999999999998e-159,458.0,"2AV06@1|root,31KQ0@2|Bacteria,1QIJQ@1224|Proteobacteria,1TGEQ@1236|Gammaproteobacteria,3W25Y@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
dsbA~~~yaeT~~~dsbC,dsbA~~~yaeT~~~dsbC,1484158.PSNIH1_20280,2.18e-177,496.0,"COG1651@1|root,COG1651@2|Bacteria,1MY3H@1224|Proteobacteria,1RS9Y@1236|Gammaproteobacteria,3W0W5@53335|Pantoea",2|Bacteria,O,Thioredoxin,com1,-,-,-,-,-,-,-,-,-,-,-,"DSBA,FKBP_N,Thioredoxin_4",True
group_27844,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_43662,group_43662,1484157.PSNIH2_22830,1.1e-194,546.0,"COG0443@1|root,COG0443@2|Bacteria,1R4I4@1224|Proteobacteria,1RRY4@1236|Gammaproteobacteria,3W128@53335|Pantoea",2|Bacteria,O,StbA protein,yegD,-,-,"ko:K04046,ko:K18640",-,-,-,-,"ko00000,ko03110,ko04812",1.A.33,-,-,"HSP70,StbA",True
group_1929,group_1929,1484157.PSNIH2_22155,1.95e-42,142.0,"2AUWJ@1|root,31KJZ@2|Bacteria,1QIFB@1224|Proteobacteria,1TG9N@1236|Gammaproteobacteria,3W1HM@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_21985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_12736,group_12736,469595.CSAG_04352,2.23e-96,282.0,"28J4M@1|root,2Z90H@2|Bacteria,1R0GG@1224|Proteobacteria,1T4H1@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_41444,group_41444,716541.ECL_A220,2.29e-88,259.0,"2EYV1@1|root,33S25@2|Bacteria,1NS6E@1224|Proteobacteria,1SK6E@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
group_19195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_1900,group_1900,1484157.PSNIH2_21360,5.44e-50,160.0,"2AV26@1|root,31KS1@2|Bacteria,1QIMQ@1224|Proteobacteria,1TGGX@1236|Gammaproteobacteria,3W2CA@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_46548,group_46548,1484158.PSNIH1_20200,0.0,1311.0,"COG0433@1|root,COG0433@2|Bacteria,1QUPX@1224|Proteobacteria,1T20D@1236|Gammaproteobacteria,3W05W@53335|Pantoea",2|Bacteria,S,TraM recognition site of TraD and TraG,-,-,-,ko:K12071,-,-,-,-,"ko00000,ko02044",3.A.7.11.1,-,-,"AAA_10,TrwB_AAD_bind",True
group_20725,group_20725,1484158.PSNIH1_19555,2.27e-119,350.0,"2AUZW@1|root,31KPQ@2|Bacteria,1QIJE@1224|Proteobacteria,1TGEA@1236|Gammaproteobacteria,3W23Z@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_11432,group_11432,1484157.PSNIH2_22760,1.81e-125,369.0,"2AUXT@1|root,31KM9@2|Bacteria,1QIGW@1224|Proteobacteria,1TGBF@1236|Gammaproteobacteria,3W1Q7@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_44582,group_44582,1484158.PSNIH1_20245,0.0,2276.0,"COG4678@1|root,COG4678@2|Bacteria,1PI2N@1224|Proteobacteria,1TKJC@1236|Gammaproteobacteria,3W2KF@53335|Pantoea",2|Bacteria,G,"TraG-like protein, N-terminal region",traG,-,-,ko:K12056,-,-,-,-,"ko00000,ko02044",3.A.7.11.1,-,-,TraG_N,True
group_33472,group_33472,1484157.PSNIH2_22245,2.14e-19,81.3,"2AV2Q@1|root,31KSK@2|Bacteria,1QIN7@1224|Proteobacteria,1TGHG@1236|Gammaproteobacteria,3W2E5@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_29243,group_29243,1484157.PSNIH2_21830,1.5e-83,251.0,"2ENM4@1|root,31KM3@2|Bacteria,1QIGQ@1224|Proteobacteria,1TGB9@1236|Gammaproteobacteria,3W1P9@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_16602,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
coiA,coiA,1484158.PSNIH1_19840,4.27e-191,538.0,"COG4469@1|root,COG4469@2|Bacteria,1RJ70@1224|Proteobacteria,1S6GU@1236|Gammaproteobacteria,3W1XV@53335|Pantoea",2|Bacteria,S,Competence protein,coiA,-,-,ko:K06198,-,-,-,-,ko00000,-,-,-,CoiA,True
group_14431,group_14431,1115512.EH105704_20_00590,1.67e-64,201.0,"292QA@1|root,2ZQ83@2|Bacteria,1RFEN@1224|Proteobacteria,1S549@1236|Gammaproteobacteria,3XRD0@561|Escherichia",2|Bacteria,-,-,yrhA,-,-,-,-,-,-,-,-,-,-,-,-,True
dam,dam,1484158.PSNIH1_19550,1.43e-137,395.0,"COG0338@1|root,COG0338@2|Bacteria,1QIIM@1224|Proteobacteria,1TGDE@1236|Gammaproteobacteria,3W1ZU@53335|Pantoea",2|Bacteria,L,D12 class N6 adenine-specific DNA methyltransferase,dam,-,"2.1.1.37,2.1.1.72","ko:K00558,ko:K06223","ko00270,ko01100,ko03430,ko05206,map00270,map01100,map03430,map05206",M00035,R04858,"RC00003,RC00332","ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036,ko03400",-,-,-,MethyltransfD12,True
terE,terE,469595.CSAG_04344,5.1199999999999996e-126,359.0,"COG2310@1|root,COG2310@2|Bacteria,1N1IX@1224|Proteobacteria,1RN9E@1236|Gammaproteobacteria",2|Bacteria,T,Stress protein,terE,-,-,ko:K05795,-,-,-,-,ko00000,-,-,-,TerD,False
hipB~~~hipA,hipB~~~hipA,1080067.BAZH01000041_gene2566,4.869999999999999e-277,766.0,"COG3550@1|root,COG3550@2|Bacteria,1MVAB@1224|Proteobacteria,1RR5N@1236|Gammaproteobacteria,3WXWJ@544|Citrobacter",2|Bacteria,S,HipA N-terminal domain,hipA,-,2.7.11.1,ko:K07154,-,-,-,-,"ko00000,ko01000,ko01001,ko02048",-,-,-,"Couple_hipA,HipA_C",True
group_47937,group_47937,349966.DJ58_4135,1.81e-86,255.0,"COG1393@1|root,COG1393@2|Bacteria,1MZ4Z@1224|Proteobacteria,1S3Z8@1236|Gammaproteobacteria,41FZ7@629|Yersinia",2|Bacteria,P,arsenate reductase,arsC,"GO:0003674,GO:0003824,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008794,GO:0009987,GO:0016491,GO:0030611,GO:0030613,GO:0030614,GO:0033554,GO:0042221,GO:0046685,GO:0050896,GO:0051716,GO:0055114",1.20.4.1,ko:K00537,-,-,-,-,"ko00000,ko01000",-,-,"iE2348C_1286.E2348C_3739,iECW_1372.ECW_m3763,iEKO11_1354.EKO11_0239,iLF82_1304.LF82_0152,iNRG857_1313.NRG857_17370,iWFL_1372.ECW_m3763",ArsC,True
group_1893,group_1893,1484158.PSNIH1_20335,1.12e-188,523.0,"COG0561@1|root,COG0561@2|Bacteria,1N9QG@1224|Proteobacteria,1RMVG@1236|Gammaproteobacteria,3VZPB@53335|Pantoea",2|Bacteria,S,phosphatase activity,-,-,3.1.3.12,ko:K01087,"ko00500,ko01100,map00500,map01100",-,R02778,RC00017,"ko00000,ko00001,ko01000",-,-,-,"Hydrolase_3,S6PP",False
group_14199,group_14199,1484157.PSNIH2_22720,3.79e-105,316.0,"2AVRJ@1|root,31MIW@2|Bacteria,1QIJ7@1224|Proteobacteria,1TGE2@1236|Gammaproteobacteria,3W230@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_1810,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_11540,group_11540,1484157.PSNIH2_22895,2.5e-39,132.0,"2BM6H@1|root,32FQ7@2|Bacteria,1QGCI@1224|Proteobacteria,1TDS3@1236|Gammaproteobacteria,3W2A4@53335|Pantoea",2|Bacteria,S,TraL protein,-,-,-,ko:K12068,-,-,-,-,"ko00000,ko02044",3.A.7.11.1,-,-,TraL,True
group_17115,group_17115,1484158.PSNIH1_20140,4.57e-154,447.0,"2AUYG@1|root,31KMZ@2|Bacteria,1QIHK@1224|Proteobacteria,1TGC9@1236|Gammaproteobacteria,3W1V8@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_49477,group_49477,716541.ECL_A194,0.0,1076.0,"COG0631@1|root,COG0631@2|Bacteria,1MXFV@1224|Proteobacteria,1RRJ7@1236|Gammaproteobacteria",2|Bacteria,T,Protein phosphatase 2C,-,-,-,-,-,-,-,-,-,-,-,-,PP2C_2,True
group_41982,group_41982,1484158.PSNIH1_20230,2.53e-118,338.0,"2AUXY@1|root,31KMF@2|Bacteria,1QIH3@1224|Proteobacteria,1TGBQ@1236|Gammaproteobacteria,3W1S5@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
trhN~~~traN,trhN~~~traN,1484158.PSNIH1_19705,0.0,1931.0,"28KC1@1|root,2Z9Z1@2|Bacteria,1MW96@1224|Proteobacteria,1RYPT@1236|Gammaproteobacteria,3W1XY@53335|Pantoea",2|Bacteria,S,Type-1V conjugative transfer system mating pair stabilisation,traN,-,-,ko:K12058,-,-,-,-,"ko00000,ko02044",3.A.7.11.1,-,-,TraN,True
group_23041,group_23041,1484158.PSNIH1_20150,1.53e-53,169.0,"2AV28@1|root,31KS3@2|Bacteria,1QIMT@1224|Proteobacteria,1TGGZ@1236|Gammaproteobacteria,3W2CH@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_12737,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_12668,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_28081,group_28081,1484158.PSNIH1_19795,4.92e-74,227.0,"2AUZA@1|root,31KNV@2|Bacteria,1QIIF@1224|Proteobacteria,1TGD7@1236|Gammaproteobacteria,3W1YV@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_30561,group_30561,469595.CSAG_04337,3.01e-188,543.0,"COG0503@1|root,COG0503@2|Bacteria,1MWNI@1224|Proteobacteria,1RN87@1236|Gammaproteobacteria",2|Bacteria,F,TRSP domain C terminus to PRTase_2,apt,-,"2.4.2.10,2.4.2.7","ko:K00759,ko:K00762","ko00230,ko00240,ko01100,map00230,map00240,map01100",M00051,"R00190,R01229,R01870,R04378","RC00063,RC00611","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"PELOTA_1,PRTase_1,PRTase_2,Pribosyltran,TRSP",True
group_8324,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_26878,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_48341,group_48341,1484158.PSNIH1_20030,8.72e-27,99.8,"2AV2D@1|root,31KS9@2|Bacteria,1QIMY@1224|Proteobacteria,1TGH3@1236|Gammaproteobacteria,3W2CZ@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_1925,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_33204,group_33204,469595.CSAG_04045,2.88e-44,145.0,"2FCYT@1|root,3451G@2|Bacteria,1P1Y2@1224|Proteobacteria,1SSCT@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_47809,group_47809,911008.GLAD_00525,0.0,903.0,"COG0659@1|root,COG0659@2|Bacteria,1MVWV@1224|Proteobacteria,1RMCN@1236|Gammaproteobacteria",2|Bacteria,P,COG0659 Sulfate permease and related transporters (MFS superfamily),ybaR1,-,-,ko:K03321,-,-,-,-,"ko00000,ko02000",2.A.53.3,-,-,"STAS,Sulfate_transp",True
group_29045,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_15397,group_15397,1484158.PSNIH1_19615,5.7e-42,144.0,"2AUXQ@1|root,31KM7@2|Bacteria,1QIGU@1224|Proteobacteria,1TGBD@1236|Gammaproteobacteria,3W1PY@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
trhV,trhV,1484158.PSNIH1_19625,7.69e-206,572.0,"2AUYE@1|root,31KMX@2|Bacteria,1QIHI@1224|Proteobacteria,1TGC5@1236|Gammaproteobacteria,3W1US@53335|Pantoea",2|Bacteria,S,Type IV conjugative transfer system lipoprotein (TraV),-,-,-,-,-,-,-,-,-,-,-,-,TraV,True
group_46500,group_46500,1006004.GBAG_4377,1.61e-109,336.0,"COG0389@1|root,COG0389@2|Bacteria,1MUUH@1224|Proteobacteria,1RMT1@1236|Gammaproteobacteria",2|Bacteria,L,DNA polymerase,umuC,-,2.7.7.7,"ko:K02346,ko:K03502",-,-,-,-,"ko00000,ko01000,ko03400",-,-,-,"DUF4113,IMS,IMS_C,IMS_HHH",True
group_1814,group_1814,1484158.PSNIH1_20175,6.239999999999999e-60,186.0,"2AV0Y@1|root,31KQT@2|Bacteria,1QIKH@1224|Proteobacteria,1TGFJ@1236|Gammaproteobacteria,3W28R@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
terB,terB,155864.EDL933_1536,2.95e-101,293.0,"COG3793@1|root,COG3793@2|Bacteria,1RD4Q@1224|Proteobacteria,1S635@1236|Gammaproteobacteria,3XQVN@561|Escherichia",2|Bacteria,P,Tellurite resistance protein TerB,terB,-,-,"ko:K05793,ko:K05795",-,-,-,-,ko00000,-,-,-,"TerB,TerD",False
cusS~~~pcoS,cusS~~~pcoS,1115512.EH105704_07_01670,4.46e-315,860.0,"COG0642@1|root,COG2205@2|Bacteria,1MW8M@1224|Proteobacteria,1RNDA@1236|Gammaproteobacteria,3XPC2@561|Escherichia",2|Bacteria,T,Member of a two-component regulatory system,copS,-,2.7.13.3,"ko:K07644,ko:K18143","ko01501,ko02020,map01501,map02020","M00452,M00649,M00655,M00745",-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko01504,ko02022",-,-,-,"HAMP,HATPase_c,HisKA",True
group_16110,group_16110,1245471.PCA10_p0680,2.7600000000000003e-132,390.0,"COG3853@1|root,COG3853@2|Bacteria,1MZ3B@1224|Proteobacteria,1RZUJ@1236|Gammaproteobacteria",2|Bacteria,P,Belongs to the TelA family,telA,-,-,-,-,-,-,-,-,-,-,-,TelA,True
group_38940,group_38940,1484157.PSNIH2_21340,2.07e-27,102.0,"2AW47@1|root,31MZ4@2|Bacteria,1QIMV@1224|Proteobacteria,1TGH1@1236|Gammaproteobacteria,3W2CN@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_21966,group_21966,1484157.PSNIH2_22195,2.01e-55,181.0,"2AUX2@1|root,31KKG@2|Bacteria,1QIG1@1224|Proteobacteria,1TGAC@1236|Gammaproteobacteria,3W1JZ@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_29050,group_29050,1484157.PSNIH2_21320,8.329999999999999e-55,176.0,"2BH9P@1|root,32BB6@2|Bacteria,1QIGX@1224|Proteobacteria,1TGBG@1236|Gammaproteobacteria,3W1Q8@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_1822,group_1822,1484158.PSNIH1_20210,3.03e-104,308.0,"2AUZN@1|root,31KPD@2|Bacteria,1QIJ3@1224|Proteobacteria,1TGDZ@1236|Gammaproteobacteria,3W227@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_48774,group_48774,1484158.PSNIH1_20855,1.97e-316,860.0,"COG0863@1|root,COG0863@2|Bacteria,1R4QN@1224|Proteobacteria,1TKIB@1236|Gammaproteobacteria,3W235@53335|Pantoea",2|Bacteria,L,Mrr N-terminal domain,-,-,"2.1.1.113,2.1.1.37","ko:K00558,ko:K00590","ko00270,ko01100,ko05206,map00270,map01100,map05206",M00035,R04858,"RC00003,RC00332","ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036",-,-,-,"Mrr_N,N6_N4_Mtase",True
group_34993,group_34993,1484157.PSNIH2_21330,1.37e-41,140.0,"2AV0R@1|root,31KQK@2|Bacteria,1QIKB@1224|Proteobacteria,1TGFD@1236|Gammaproteobacteria,3W28D@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_48249,group_48249,1484158.PSNIH1_20940,0.0,1600.0,"29NPJ@1|root,31KPA@2|Bacteria,1QIJ1@1224|Proteobacteria,1TGDV@1236|Gammaproteobacteria,3W21Q@53335|Pantoea",2|Bacteria,S,Domain of unknown function (DUF4165),-,-,-,-,-,-,-,-,-,-,-,-,"Big_3_2,Big_3_3,DUF4165",True
group_22000,group_22000,1484157.PSNIH2_22280,1.91e-24,94.0,"2AV2D@1|root,31K66@2|Bacteria,1QI01@1224|Proteobacteria,1TGH4@1236|Gammaproteobacteria,3W2D1@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_18127,group_18127,1484158.PSNIH1_20160,7.71e-74,226.0,"2AUWZ@1|root,31KKD@2|Bacteria,1QIFU@1224|Proteobacteria,1TGA4@1236|Gammaproteobacteria,3W1JD@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
trhF,trhF,1484158.PSNIH1_19690,2.77e-97,285.0,"COG0681@1|root,COG0681@2|Bacteria,1QG5F@1224|Proteobacteria,1TDIA@1236|Gammaproteobacteria,3W22A@53335|Pantoea",2|Bacteria,U,"Signal peptidase, peptidase S26",-,-,3.4.21.89,"ko:K03100,ko:K12062,ko:K13280","ko02024,ko03060,map02024,map03060",-,-,-,"ko00000,ko00001,ko01000,ko01002,ko02044",3.A.7.11.1,-,-,"Peptidase_S24,Peptidase_S26",True
group_31962,group_31962,1484157.PSNIH2_22210,4.28e-12,62.0,"2AV2S@1|root,31KSN@2|Bacteria,1QIN9@1224|Proteobacteria,1TGHI@1236|Gammaproteobacteria,3W2EC@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_27730,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
