Gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,phylon_exclusive
arnD~~~pmrJ,arnD~~~pmrJ,1045856.EcWSU1_04281,1.19e-201,560.0,"COG0726@1|root,COG0726@2|Bacteria,1N8Q4@1224|Proteobacteria,1RQ0R@1236|Gammaproteobacteria,3X042@547|Enterobacter",2|Bacteria,G,Catalyzes the deformylation of 4-deoxy-4-formamido-L- arabinose-phosphoundecaprenol to 4-amino-4-deoxy-L-arabinose- phosphoundecaprenol. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides,arnD,"GO:0005575,GO:0008150,GO:0010035,GO:0010038,GO:0010039,GO:0010041,GO:0016020,GO:0042221,GO:0050896",-,ko:K13014,"ko00520,ko01503,map00520,map01503","M00721,M00761",R07662,"RC00323,RC01575","ko00000,ko00001,ko00002,ko01000,ko01005",-,-,"iAF987.Gmet_0882,iB21_1397.B21_02141,iBWG_1329.BWG_2029,iEC042_1314.EC042_2499,iECBD_1354.ECBD_1403,iECB_1328.ECB_02182,iECDH10B_1368.ECDH10B_2416,iECDH1ME8569_1439.ECDH1ME8569_2192,iECD_1391.ECD_02182,iECO103_1326.ECO103_2722,iECO111_1330.ECO111_3006,iECO26_1355.ECO26_3246,iECUMN_1333.ECUMN_2597,iECW_1372.ECW_m2447,iEKO11_1354.EKO11_1508,iETEC_1333.ETEC_2390,iEcDH1_1363.EcDH1_1402,iEcHS_1320.EcHS_A2401,iEcolC_1368.EcolC_1393,iJO1366.b2256,iSFV_1184.SFV_2326,iSSON_1240.SSON_2317,iUMNK88_1353.UMNK88_2808,iWFL_1372.ECW_m2447,iY75_1357.Y75_RS11830",Polysacc_deac_1,False
group_35392,group_35392,911008.GLAD_03484,4.7e-139,394.0,"2CJ77@1|root,30A8C@2|Bacteria,1RF5I@1224|Proteobacteria,1S5HZ@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
yeaQ,yeaQ,1045856.EcWSU1_02711,6.839999999999999e-46,148.0,"COG2261@1|root,COG2261@2|Bacteria,1N72W@1224|Proteobacteria,1S8YP@1236|Gammaproteobacteria,3X2QV@547|Enterobacter",2|Bacteria,S,Transglycosylase associated protein,ymgE,-,-,-,-,-,-,-,-,-,-,-,Transgly_assoc,False
yajO~~~pdxI,yajO~~~pdxI,1045856.EcWSU1_02208,8.14e-240,659.0,"COG0667@1|root,COG0667@2|Bacteria,1MV2Y@1224|Proteobacteria,1RNXH@1236|Gammaproteobacteria,3X3C8@547|Enterobacter",2|Bacteria,C,Aldo/keto reductase family,-,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008150,GO:0008152,GO:0009987,GO:0015672,GO:0016491,GO:0017144,GO:0030001,GO:0034220,GO:0034641,GO:0042723,GO:0044237,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0071704,GO:0071804,GO:0071805,GO:0072527,GO:0098655,GO:0098660,GO:0098662,GO:1901360,GO:1901564",-,-,-,-,-,-,-,-,-,-,Aldo_ket_red,True
group_33360,group_33360,716541.ECL_04669,2.14e-92,270.0,"COG0789@1|root,COG0789@2|Bacteria,1MZ3P@1224|Proteobacteria,1SA5G@1236|Gammaproteobacteria,3X2A2@547|Enterobacter",2|Bacteria,K,"helix_turn_helix, mercury resistance",zntR,"GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0001121,GO:0001130,GO:0001131,GO:0001140,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043167,GO:0043169,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045893,GO:0045935,GO:0046483,GO:0046872,GO:0046914,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141",-,"ko:K08365,ko:K13638,ko:K19591,ko:K21902",-,M00769,-,-,"ko00000,ko00002,ko01504,ko03000",-,-,-,"MerR,MerR-DNA-bind,MerR_1",False
sfaS~~~fimA,sfaS~~~fimA,640513.Entas_1273,6.92e-84,251.0,"COG3539@1|root,COG3539@2|Bacteria,1N3N9@1224|Proteobacteria,1SA5A@1236|Gammaproteobacteria",2|Bacteria,NU,Fimbrial protein,-,-,-,ko:K07349,-,-,-,-,"ko00000,ko02035,ko02044",-,-,-,Fimbrial,False
hisH,hisH,716541.ECL_03343,1.17e-138,392.0,"COG0118@1|root,COG0118@2|Bacteria,1MU4X@1224|Proteobacteria,1RRP3@1236|Gammaproteobacteria,3X0H6@547|Enterobacter",2|Bacteria,E,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR",hisH,"GO:0000105,GO:0000107,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009382,GO:0009987,GO:0016053,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019752,GO:0032991,GO:0034641,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494,GO:1990234",-,ko:K02501,"ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230",M00026,R04558,"RC00010,RC01190,RC01943","ko00000,ko00001,ko00002,ko01000",-,-,"iECED1_1282.ECED1_2372,iPC815.YPO1545,iYL1228.KPN_02479",GATase,False
dgoD,dgoD,716541.ECL_00011,2.88e-280,766.0,"COG4948@1|root,COG4948@2|Bacteria,1MURK@1224|Proteobacteria,1RPIT@1236|Gammaproteobacteria,3X1D2@547|Enterobacter",2|Bacteria,H,Catalyzes the dehydration of D-galactonate to 2-keto-3- deoxy-D-galactonate,dgoD,"GO:0005975,GO:0006082,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0019520,GO:0019583,GO:0019584,GO:0019752,GO:0032787,GO:0034192,GO:0034194,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0046176,GO:0046395,GO:0071704,GO:0072329,GO:1901575",4.2.1.6,ko:K01684,"ko00052,ko01100,ko01120,map00052,map01100,map01120",M00552,R03033,RC00543,"ko00000,ko00001,ko00002,ko01000",-,-,"iAF1260.b4478,iB21_1397.B21_03519,iBWG_1329.BWG_3382,iEC042_1314.EC042_4048,iEC55989_1330.EC55989_4161,iECBD_1354.ECBD_0011,iECB_1328.ECB_03575,iECDH10B_1368.ECDH10B_3878,iECDH1ME8569_1439.ECDH1ME8569_3579,iECD_1391.ECD_03575,iECIAI1_1343.ECIAI1_3870,iECO103_1326.ECO103_4466,iECO111_1330.ECO111_4519,iECSE_1348.ECSE_3978,iECUMN_1333.ECUMN_4223,iECW_1372.ECW_m3991,iEKO11_1354.EKO11_0011,iETEC_1333.ETEC_3982,iEcDH1_1363.EcDH1_0011,iEcE24377_1341.EcE24377A_4201,iEcSMS35_1347.EcSMS35_4057,iEcolC_1368.EcolC_0011,iJO1366.b4478,iWFL_1372.ECW_m3991,iY75_1357.Y75_RS18645","MR_MLE_C,MR_MLE_N",False
group_43952,group_43952,1045856.EcWSU1_03465,8.79e-136,385.0,"COG1028@1|root,COG1028@2|Bacteria,1RA3U@1224|Proteobacteria,1RREY@1236|Gammaproteobacteria,3X0QY@547|Enterobacter",2|Bacteria,IQ,RmlD substrate binding domain,-,-,-,-,-,-,-,-,-,-,-,-,adh_short_C2,False
rcnA~~~ncrC,rcnA~~~ncrC,1399774.JDWH01000001_gene2681,8.39e-157,445.0,"COG2215@1|root,COG2215@2|Bacteria,1QDA1@1224|Proteobacteria,1RPK1@1236|Gammaproteobacteria,3X3D6@547|Enterobacter",2|Bacteria,P,Belongs to the NiCoT transporter (TC 2.A.52) family,rcnA,-,-,ko:K08970,-,-,-,-,"ko00000,ko02000",2.A.52.2,-,-,NicO,False
group_35020,group_35020,1045856.EcWSU1_01114,0.0,1129.0,"COG0642@1|root,COG0784@1|root,COG0642@2|Bacteria,COG0784@2|Bacteria,1QTVB@1224|Proteobacteria,1T1K3@1236|Gammaproteobacteria",2|Bacteria,T,Response regulator receiver domain,-,-,2.7.13.3,"ko:K10819,ko:K20975","ko02020,ko02025,map02020,map02025",M00820,-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022",-,-,-,"HATPase_c,HTH_18,HisKA,PAS_4,PAS_7,PAS_9,Reg_prop,Response_reg,Y_Y_Y",False
uraD,uraD,716541.ECL_02667,3.05e-101,297.0,"COG3195@1|root,COG3195@2|Bacteria,1RIGR@1224|Proteobacteria,1S6QX@1236|Gammaproteobacteria,3X3XD@547|Enterobacter",2|Bacteria,S,OHCU decarboxylase,uraD,-,"3.5.3.4,4.1.1.97","ko:K01477,ko:K16840","ko00230,ko01100,ko01120,map00230,map01100,map01120",M00546,"R02422,R06604","RC00379,RC00712,RC01551","ko00000,ko00001,ko00002,ko01000",-,-,-,OHCU_decarbox,False
gbpA,gbpA,716541.ECL_00662,0.0,981.0,"COG3397@1|root,COG3397@2|Bacteria,1MXNR@1224|Proteobacteria,1RQZB@1236|Gammaproteobacteria,3X3VR@547|Enterobacter",2|Bacteria,S,"Lytic polysaccharide mono-oxygenase, cellulose-degrading",gbpA,"GO:0003674,GO:0003824,GO:0004553,GO:0004568,GO:0005488,GO:0006022,GO:0006026,GO:0006030,GO:0006032,GO:0006040,GO:0006807,GO:0008061,GO:0008144,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016787,GO:0016798,GO:0017144,GO:0042737,GO:0043170,GO:0044237,GO:0044248,GO:0046348,GO:0071704,GO:0097367,GO:1901071,GO:1901072,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575",-,"ko:K03933,ko:K21712","ko05110,map05110",-,-,-,"ko00000,ko00001",-,"AA10,CBM73",-,LPMO_10,False
group_43154,group_43154,1399774.JDWH01000001_gene2747,4.51e-41,138.0,"2F8C4@1|root,340R6@2|Bacteria,1NZBX@1224|Proteobacteria,1SQ9I@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
group_40270,group_40270,1399774.JDWH01000007_gene1690,4.8800000000000005e-144,415.0,"COG1893@1|root,COG1893@2|Bacteria,1QZG9@1224|Proteobacteria,1RYF3@1236|Gammaproteobacteria,3X125@547|Enterobacter",2|Bacteria,H,Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid,panE,-,1.1.1.169,ko:K00077,"ko00770,ko01100,ko01110,map00770,map01100,map01110",M00119,R02472,RC00726,"ko00000,ko00001,ko00002,ko01000",-,-,-,"ApbA,ApbA_C",False
gntR~~~mngR~~~ubiC,gntR~~~mngR~~~ubiC,716541.ECL_03002,4.78e-159,447.0,"COG2188@1|root,COG2188@2|Bacteria,1MUEB@1224|Proteobacteria,1RRAM@1236|Gammaproteobacteria,3X486@547|Enterobacter",2|Bacteria,K,UTRA,mngR,"GO:0003674,GO:0003700,GO:0006355,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",-,"ko:K03482,ko:K03492,ko:K03710,ko:K11922",-,-,-,-,"ko00000,ko03000",-,-,-,"GntR,UTRA",False
yfgF~~~csgD~~~yjcC~~~luxR~~~eAL,yfgF~~~csgD~~~yjcC~~~luxR~~~eAL,1045856.EcWSU1_02115,6.82e-244,682.0,"COG2200@1|root,COG2200@2|Bacteria,1R7E8@1224|Proteobacteria,1RYG0@1236|Gammaproteobacteria,3X3S5@547|Enterobacter",2|Bacteria,T,Putative diguanylate phosphodiesterase,-,-,-,ko:K21025,"ko02025,map02025",-,-,-,"ko00000,ko00001",-,-,-,"EAL,GGDEF,Glyco_trans_2_3,Response_reg",False
atoA,atoA,1045856.EcWSU1_01826,1.82e-146,413.0,"COG2057@1|root,COG2057@2|Bacteria,1RA4V@1224|Proteobacteria,1RP21@1236|Gammaproteobacteria,3X3RB@547|Enterobacter",2|Bacteria,I,Coenzyme A transferase,scoB,-,2.8.3.5,"ko:K01027,ko:K01029","ko00072,ko00280,ko00650,map00072,map00280,map00650",-,R00410,RC00014,"ko00000,ko00001,ko01000",-,-,-,CoA_trans,False
group_39637,group_39637,1045856.EcWSU1_00078,2.9e-127,362.0,"COG3040@1|root,COG3040@2|Bacteria,1RDAI@1224|Proteobacteria,1S3PW@1236|Gammaproteobacteria,3X1XM@547|Enterobacter",2|Bacteria,M,Lipocalin-like domain,blc,-,-,"ko:K03098,ko:K07071",-,-,-,-,"ko00000,ko04147",-,-,-,Lipocalin_2,False
group_47171,group_47171,1045856.EcWSU1_02298,2.0700000000000003e-123,360.0,"COG1028@1|root,COG1028@2|Bacteria,1MXNY@1224|Proteobacteria,1RY5U@1236|Gammaproteobacteria,3X1U4@547|Enterobacter",2|Bacteria,IQ,KR domain,-,-,1.1.1.100,"ko:K00059,ko:K18335","ko00051,ko00061,ko00333,ko00780,ko01040,ko01100,ko01120,ko01130,ko01212,map00051,map00061,map00333,map00780,map01040,map01100,map01120,map01130,map01212","M00083,M00572","R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R10690,R11671","RC00029,RC00089,RC00117","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,adh_short_C2,False
group_36864,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
group_40411,group_40411,1524467.IV04_13690,1.57e-251,703.0,"COG3046@1|root,COG3046@2|Bacteria,1MUHX@1224|Proteobacteria,1RNUM@1236|Gammaproteobacteria",2|Bacteria,S,protein related to deoxyribodipyrimidine photolyase,cry1,"GO:0000166,GO:0000719,GO:0003674,GO:0003824,GO:0003913,GO:0003914,GO:0005488,GO:0006139,GO:0006259,GO:0006281,GO:0006290,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016829,GO:0016830,GO:0033554,GO:0034641,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0048037,GO:0050660,GO:0050662,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0051716,GO:0071704,GO:0071949,GO:0090304,GO:0097159,GO:0140097,GO:1901265,GO:1901360,GO:1901363",-,ko:K06876,-,-,-,-,ko00000,-,-,-,DPRP,False
group_42008,group_42008,549.BW31_01521,0.0,1305.0,"COG3501@1|root,COG4193@1|root,COG3501@2|Bacteria,COG4193@2|Bacteria,1MU7Q@1224|Proteobacteria,1RMZS@1236|Gammaproteobacteria,3VYXD@53335|Pantoea",2|Bacteria,NU,Rhs Element Vgr Protein,atl,-,"3.2.1.96,3.5.1.28","ko:K01227,ko:K11904,ko:K13714","ko00511,ko03070,map00511,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko01000,ko02044",3.A.23.1,GH73,-,"Glucosaminidase,Gp5_C,Phage_GPD,SH3_8",False
group_38413,group_38413,1045856.EcWSU1_01635,2.5e-40,137.0,"2B0ZQ@1|root,31TCW@2|Bacteria,1QR2P@1224|Proteobacteria,1RTUN@1236|Gammaproteobacteria,3X2XU@547|Enterobacter",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
hpxK,hpxK,1399774.JDWH01000008_gene2014,1.92e-261,732.0,"COG0624@1|root,COG0624@2|Bacteria,1MVUX@1224|Proteobacteria,1RPPD@1236|Gammaproteobacteria,3X0SR@547|Enterobacter",2|Bacteria,E,Peptidase family M28,amaB,-,"3.5.1.6,3.5.1.87,3.5.3.9","ko:K02083,ko:K06016","ko00230,ko00240,ko01100,ko01120,map00230,map00240,map01100,map01120",M00046,"R00905,R02423,R04666","RC00064,RC00096","ko00000,ko00001,ko00002,ko01000,ko01002",-,-,iPC815.YPO3249,"M20_dimer,OHCU_decarbox,Peptidase_M20,Peptidase_M28",False
group_41953,group_41953,1399774.JDWH01000002_gene3180,8.84e-220,612.0,"COG0642@1|root,COG0642@2|Bacteria,1QU3Z@1224|Proteobacteria,1T1T7@1236|Gammaproteobacteria,3X0AJ@547|Enterobacter",2|Bacteria,T,His Kinase A (phosphoacceptor) domain,chvG,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",2.7.13.3,"ko:K07641,ko:K07642,ko:K10681,ko:K14980,ko:K18143","ko01501,ko02020,map01501,map02020","M00449,M00450,M00468,M00520,M00645,M00646,M00648,M00649,M00655",-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko01504,ko02022",-,-,-,"HAMP,HATPase_c,HisKA,Sensor_TM1,Stimulus_sens_1",False
