Gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,phylon_exclusive
group_48116,group_48116,716541.ECL_04847,0.0,1032.0,"COG0463@1|root,COG4261@1|root,COG0463@2|Bacteria,COG4261@2|Bacteria,1MVXJ@1224|Proteobacteria,1RNKV@1236|Gammaproteobacteria,3X171@547|Enterobacter",2|Bacteria,M,Glycosyl transferase family 2,ycdQ,-,-,ko:K00786,-,-,-,-,"ko00000,ko01000",-,-,-,"Glycos_transf_2,Lip_A_acyltrans",False
atoD,atoD,716541.ECL_02402,1.1e-163,458.0,"COG1788@1|root,COG1788@2|Bacteria,1MVEI@1224|Proteobacteria,1RNXB@1236|Gammaproteobacteria,3X3H1@547|Enterobacter",2|Bacteria,I,Coenzyme A transferase,scoA,-,2.8.3.5,ko:K01028,"ko00072,ko00280,ko00650,map00072,map00280,map00650",-,R00410,RC00014,"ko00000,ko00001,ko01000",-,-,iJN746.PP_3122,CoA_trans,False
group_35196,group_35196,716541.ECL_03428,2.78e-80,240.0,"COG0394@1|root,COG0394@2|Bacteria,1N0DZ@1224|Proteobacteria,1S92S@1236|Gammaproteobacteria,3X3WE@547|Enterobacter",2|Bacteria,T,Low molecular weight phosphatase family,wzb,"GO:0003674,GO:0003824,GO:0004721,GO:0004725,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019538,GO:0035335,GO:0036211,GO:0042578,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0140096,GO:1901564",3.1.3.48,"ko:K01104,ko:K20945","ko05111,map05111",-,-,-,"ko00000,ko00001,ko01000",-,-,-,LMWPc,False
arnD~~~pmrJ,arnD~~~pmrJ,1045856.EcWSU1_04281,1.19e-201,560.0,"COG0726@1|root,COG0726@2|Bacteria,1N8Q4@1224|Proteobacteria,1RQ0R@1236|Gammaproteobacteria,3X042@547|Enterobacter",2|Bacteria,G,Catalyzes the deformylation of 4-deoxy-4-formamido-L- arabinose-phosphoundecaprenol to 4-amino-4-deoxy-L-arabinose- phosphoundecaprenol. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides,arnD,"GO:0005575,GO:0008150,GO:0010035,GO:0010038,GO:0010039,GO:0010041,GO:0016020,GO:0042221,GO:0050896",-,ko:K13014,"ko00520,ko01503,map00520,map01503","M00721,M00761",R07662,"RC00323,RC01575","ko00000,ko00001,ko00002,ko01000,ko01005",-,-,"iAF987.Gmet_0882,iB21_1397.B21_02141,iBWG_1329.BWG_2029,iEC042_1314.EC042_2499,iECBD_1354.ECBD_1403,iECB_1328.ECB_02182,iECDH10B_1368.ECDH10B_2416,iECDH1ME8569_1439.ECDH1ME8569_2192,iECD_1391.ECD_02182,iECO103_1326.ECO103_2722,iECO111_1330.ECO111_3006,iECO26_1355.ECO26_3246,iECUMN_1333.ECUMN_2597,iECW_1372.ECW_m2447,iEKO11_1354.EKO11_1508,iETEC_1333.ETEC_2390,iEcDH1_1363.EcDH1_1402,iEcHS_1320.EcHS_A2401,iEcolC_1368.EcolC_1393,iJO1366.b2256,iSFV_1184.SFV_2326,iSSON_1240.SSON_2317,iUMNK88_1353.UMNK88_2808,iWFL_1372.ECW_m2447,iY75_1357.Y75_RS11830",Polysacc_deac_1,False
group_37957,group_37957,1399774.JDWH01000023_gene2281,3.95e-156,439.0,"COG4565@1|root,COG4565@2|Bacteria,1P6VJ@1224|Proteobacteria,1RPI7@1236|Gammaproteobacteria,3X135@547|Enterobacter",2|Bacteria,K,transcriptional regulatory protein,citB,-,-,"ko:K02475,ko:K07702,ko:K07703","ko02020,map02020","M00486,M00488",-,-,"ko00000,ko00001,ko00002,ko02022",-,-,-,"CitT,HTH_11,HTH_IclR,Response_reg",False
yeaQ,yeaQ,1045856.EcWSU1_02711,6.839999999999999e-46,148.0,"COG2261@1|root,COG2261@2|Bacteria,1N72W@1224|Proteobacteria,1S8YP@1236|Gammaproteobacteria,3X2QV@547|Enterobacter",2|Bacteria,S,Transglycosylase associated protein,ymgE,-,-,-,-,-,-,-,-,-,-,-,Transgly_assoc,False
group_33360,group_33360,716541.ECL_04669,2.14e-92,270.0,"COG0789@1|root,COG0789@2|Bacteria,1MZ3P@1224|Proteobacteria,1SA5G@1236|Gammaproteobacteria,3X2A2@547|Enterobacter",2|Bacteria,K,"helix_turn_helix, mercury resistance",zntR,"GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0001121,GO:0001130,GO:0001131,GO:0001140,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043167,GO:0043169,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045893,GO:0045935,GO:0046483,GO:0046872,GO:0046914,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141",-,"ko:K08365,ko:K13638,ko:K19591,ko:K21902",-,M00769,-,-,"ko00000,ko00002,ko01504,ko03000",-,-,-,"MerR,MerR-DNA-bind,MerR_1",False
hisH,hisH,716541.ECL_03343,1.17e-138,392.0,"COG0118@1|root,COG0118@2|Bacteria,1MU4X@1224|Proteobacteria,1RRP3@1236|Gammaproteobacteria,3X0H6@547|Enterobacter",2|Bacteria,E,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR",hisH,"GO:0000105,GO:0000107,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009382,GO:0009987,GO:0016053,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019752,GO:0032991,GO:0034641,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494,GO:1990234",-,ko:K02501,"ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230",M00026,R04558,"RC00010,RC01190,RC01943","ko00000,ko00001,ko00002,ko01000",-,-,"iECED1_1282.ECED1_2372,iPC815.YPO1545,iYL1228.KPN_02479",GATase,False
group_33253,group_33253,1115512.EH105704_05_01630,7.12e-78,234.0,"COG0454@1|root,COG0456@2|Bacteria,1MZUT@1224|Proteobacteria,1S4BD@1236|Gammaproteobacteria",2|Bacteria,K,acetyltransferase,MA20_05250,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_1,False
group_43952,group_43952,1045856.EcWSU1_03465,8.79e-136,385.0,"COG1028@1|root,COG1028@2|Bacteria,1RA3U@1224|Proteobacteria,1RREY@1236|Gammaproteobacteria,3X0QY@547|Enterobacter",2|Bacteria,IQ,RmlD substrate binding domain,-,-,-,-,-,-,-,-,-,-,-,-,adh_short_C2,False
rcnA~~~ncrC,rcnA~~~ncrC,1399774.JDWH01000001_gene2681,8.39e-157,445.0,"COG2215@1|root,COG2215@2|Bacteria,1QDA1@1224|Proteobacteria,1RPK1@1236|Gammaproteobacteria,3X3D6@547|Enterobacter",2|Bacteria,P,Belongs to the NiCoT transporter (TC 2.A.52) family,rcnA,-,-,ko:K08970,-,-,-,-,"ko00000,ko02000",2.A.52.2,-,-,NicO,False
uraD,uraD,716541.ECL_02667,3.05e-101,297.0,"COG3195@1|root,COG3195@2|Bacteria,1RIGR@1224|Proteobacteria,1S6QX@1236|Gammaproteobacteria,3X3XD@547|Enterobacter",2|Bacteria,S,OHCU decarboxylase,uraD,-,"3.5.3.4,4.1.1.97","ko:K01477,ko:K16840","ko00230,ko01100,ko01120,map00230,map01100,map01120",M00546,"R02422,R06604","RC00379,RC00712,RC01551","ko00000,ko00001,ko00002,ko01000",-,-,-,OHCU_decarbox,False
group_43154,group_43154,1399774.JDWH01000001_gene2747,4.51e-41,138.0,"2F8C4@1|root,340R6@2|Bacteria,1NZBX@1224|Proteobacteria,1SQ9I@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
group_40270,group_40270,1399774.JDWH01000007_gene1690,4.8800000000000005e-144,415.0,"COG1893@1|root,COG1893@2|Bacteria,1QZG9@1224|Proteobacteria,1RYF3@1236|Gammaproteobacteria,3X125@547|Enterobacter",2|Bacteria,H,Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid,panE,-,1.1.1.169,ko:K00077,"ko00770,ko01100,ko01110,map00770,map01100,map01110",M00119,R02472,RC00726,"ko00000,ko00001,ko00002,ko01000",-,-,-,"ApbA,ApbA_C",False
yfgF~~~csgD~~~yjcC~~~luxR~~~eAL,yfgF~~~csgD~~~yjcC~~~luxR~~~eAL,1045856.EcWSU1_02115,6.82e-244,682.0,"COG2200@1|root,COG2200@2|Bacteria,1R7E8@1224|Proteobacteria,1RYG0@1236|Gammaproteobacteria,3X3S5@547|Enterobacter",2|Bacteria,T,Putative diguanylate phosphodiesterase,-,-,-,ko:K21025,"ko02025,map02025",-,-,-,"ko00000,ko00001",-,-,-,"EAL,GGDEF,Glyco_trans_2_3,Response_reg",False
group_35062,group_35062,517433.PanABDRAFT_2447,3.33e-18,82.4,"2AUWM@1|root,31KK2@2|Bacteria,1QIFD@1224|Proteobacteria,1TG9Q@1236|Gammaproteobacteria,3W1HR@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
atoA,atoA,1045856.EcWSU1_01826,1.82e-146,413.0,"COG2057@1|root,COG2057@2|Bacteria,1RA4V@1224|Proteobacteria,1RP21@1236|Gammaproteobacteria,3X3RB@547|Enterobacter",2|Bacteria,I,Coenzyme A transferase,scoB,-,2.8.3.5,"ko:K01027,ko:K01029","ko00072,ko00280,ko00650,map00072,map00280,map00650",-,R00410,RC00014,"ko00000,ko00001,ko01000",-,-,-,CoA_trans,False
group_39637,group_39637,1045856.EcWSU1_00078,2.9e-127,362.0,"COG3040@1|root,COG3040@2|Bacteria,1RDAI@1224|Proteobacteria,1S3PW@1236|Gammaproteobacteria,3X1XM@547|Enterobacter",2|Bacteria,M,Lipocalin-like domain,blc,-,-,"ko:K03098,ko:K07071",-,-,-,-,"ko00000,ko04147",-,-,-,Lipocalin_2,False
group_47171,group_47171,1045856.EcWSU1_02298,2.0700000000000003e-123,360.0,"COG1028@1|root,COG1028@2|Bacteria,1MXNY@1224|Proteobacteria,1RY5U@1236|Gammaproteobacteria,3X1U4@547|Enterobacter",2|Bacteria,IQ,KR domain,-,-,1.1.1.100,"ko:K00059,ko:K18335","ko00051,ko00061,ko00333,ko00780,ko01040,ko01100,ko01120,ko01130,ko01212,map00051,map00061,map00333,map00780,map01040,map01100,map01120,map01130,map01212","M00083,M00572","R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R10690,R11671","RC00029,RC00089,RC00117","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,adh_short_C2,False
mgrB,mgrB,1045856.EcWSU1_02751,2.65e-26,97.8,"2E94K@1|root,333DF@2|Bacteria,1N9MV@1224|Proteobacteria,1SDNM@1236|Gammaproteobacteria,3X2TV@547|Enterobacter",2|Bacteria,S,"PhoP-regulated transcription is redox-sensitive, being activated when the periplasm becomes more reducing. MgrB acts between DsbA DsbB and PhoP PhoQ in this pathway. Represses PhoP PhoQ signaling, possibly by binding to the periplasmic domain of PhoQ, altering its activity and that of downstream effector PhoP",mgrB,"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0009268,GO:0009628,GO:0009966,GO:0009968,GO:0009987,GO:0010035,GO:0010038,GO:0010447,GO:0010646,GO:0010648,GO:0016020,GO:0023051,GO:0023057,GO:0032026,GO:0042221,GO:0044092,GO:0044464,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0065009,GO:0070297,GO:0070298,GO:0070887,GO:0071241,GO:0071248,GO:0071286,GO:0071944,GO:1902531,GO:1902532",-,-,-,-,-,-,-,-,-,-,MgrB,False
group_36864,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
group_40411,group_40411,1524467.IV04_13690,1.57e-251,703.0,"COG3046@1|root,COG3046@2|Bacteria,1MUHX@1224|Proteobacteria,1RNUM@1236|Gammaproteobacteria",2|Bacteria,S,protein related to deoxyribodipyrimidine photolyase,cry1,"GO:0000166,GO:0000719,GO:0003674,GO:0003824,GO:0003913,GO:0003914,GO:0005488,GO:0006139,GO:0006259,GO:0006281,GO:0006290,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016829,GO:0016830,GO:0033554,GO:0034641,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0048037,GO:0050660,GO:0050662,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0051716,GO:0071704,GO:0071949,GO:0090304,GO:0097159,GO:0140097,GO:1901265,GO:1901360,GO:1901363",-,ko:K06876,-,-,-,-,ko00000,-,-,-,DPRP,False
yxbG~~~ydfG~~~fabG,yxbG~~~ydfG~~~fabG,1045856.EcWSU1_01403,9.01e-160,450.0,"COG1028@1|root,COG1028@2|Bacteria,1RB25@1224|Proteobacteria,1S4D8@1236|Gammaproteobacteria,3X3CT@547|Enterobacter",2|Bacteria,IQ,Saccharopine dehydrogenase NADP binding domain,-,-,-,-,-,-,-,-,-,-,-,-,adh_short_C2,False
group_42008,group_42008,549.BW31_01521,0.0,1305.0,"COG3501@1|root,COG4193@1|root,COG3501@2|Bacteria,COG4193@2|Bacteria,1MU7Q@1224|Proteobacteria,1RMZS@1236|Gammaproteobacteria,3VYXD@53335|Pantoea",2|Bacteria,NU,Rhs Element Vgr Protein,atl,-,"3.2.1.96,3.5.1.28","ko:K01227,ko:K11904,ko:K13714","ko00511,ko03070,map00511,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko01000,ko02044",3.A.23.1,GH73,-,"Glucosaminidase,Gp5_C,Phage_GPD,SH3_8",False
group_38413,group_38413,1045856.EcWSU1_01635,2.5e-40,137.0,"2B0ZQ@1|root,31TCW@2|Bacteria,1QR2P@1224|Proteobacteria,1RTUN@1236|Gammaproteobacteria,3X2XU@547|Enterobacter",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
hpxK,hpxK,1399774.JDWH01000008_gene2014,1.92e-261,732.0,"COG0624@1|root,COG0624@2|Bacteria,1MVUX@1224|Proteobacteria,1RPPD@1236|Gammaproteobacteria,3X0SR@547|Enterobacter",2|Bacteria,E,Peptidase family M28,amaB,-,"3.5.1.6,3.5.1.87,3.5.3.9","ko:K02083,ko:K06016","ko00230,ko00240,ko01100,ko01120,map00230,map00240,map01100,map01120",M00046,"R00905,R02423,R04666","RC00064,RC00096","ko00000,ko00001,ko00002,ko01000,ko01002",-,-,iPC815.YPO3249,"M20_dimer,OHCU_decarbox,Peptidase_M20,Peptidase_M28",False
group_41953,group_41953,1399774.JDWH01000002_gene3180,8.84e-220,612.0,"COG0642@1|root,COG0642@2|Bacteria,1QU3Z@1224|Proteobacteria,1T1T7@1236|Gammaproteobacteria,3X0AJ@547|Enterobacter",2|Bacteria,T,His Kinase A (phosphoacceptor) domain,chvG,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",2.7.13.3,"ko:K07641,ko:K07642,ko:K10681,ko:K14980,ko:K18143","ko01501,ko02020,map01501,map02020","M00449,M00450,M00468,M00520,M00645,M00646,M00648,M00649,M00655",-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko01504,ko02022",-,-,-,"HAMP,HATPase_c,HisKA,Sensor_TM1,Stimulus_sens_1",False
clpB~~~tssH,clpB~~~tssH,716541.ECL_01551,0.0,1630.0,"COG0542@1|root,COG0542@2|Bacteria,1MVBH@1224|Proteobacteria,1RMZH@1236|Gammaproteobacteria,3WZVX@547|Enterobacter",2|Bacteria,O,"C-terminal, D2-small domain, of ClpB protein",clpV,-,-,"ko:K03696,ko:K11907","ko01100,ko02025,ko03070,map01100,map02025,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044,ko03110",3.A.23.1,-,-,"AAA,AAA_2,ClpB_D2-small,Clp_N",False
vOC,vOC,640513.Entas_0910,3.93e-78,233.0,"COG3324@1|root,COG3324@2|Bacteria,1N7Q5@1224|Proteobacteria,1SCXZ@1236|Gammaproteobacteria,3X2PP@547|Enterobacter",2|Bacteria,S,Glyoxalase bleomycin resistance protein dioxygenase,-,-,-,ko:K06996,-,-,-,-,ko00000,-,-,-,Glyoxalase,False
group_36423,group_36423,1399774.JDWH01000001_gene2397,1.25e-127,363.0,"2BV15@1|root,32QDR@2|Bacteria,1RJ98@1224|Proteobacteria,1RYP4@1236|Gammaproteobacteria",2|Bacteria,S,Prokaryotic cytochrome b561,-,-,-,-,-,-,-,-,-,-,-,-,Ni_hydr_CYTB,False
group_37332,group_37332,1045856.EcWSU1_04265,1.15e-273,755.0,"COG0318@1|root,COG0318@2|Bacteria,1MXPB@1224|Proteobacteria,1RRD5@1236|Gammaproteobacteria,3X1I3@547|Enterobacter",2|Bacteria,IQ,AMP-binding enzyme,srfAB,-,-,-,-,-,-,-,-,-,-,-,"AMP-binding,AMP-binding_C,FabA",False
group_39702,group_39702,716541.ECL_04871,1.93e-147,417.0,"COG0684@1|root,COG0684@2|Bacteria,1MW9P@1224|Proteobacteria,1RNV3@1236|Gammaproteobacteria,3X35H@547|Enterobacter",2|Bacteria,H,Pfam:Methyltransf_6,-,-,-,ko:K02553,-,-,-,-,"ko00000,ko03019",-,-,-,RraA-like,False
aidA~~~yaiT,aidA~~~yaiT,1045856.EcWSU1_00889,0.0,1646.0,"COG3468@1|root,COG3468@2|Bacteria,1R5PB@1224|Proteobacteria,1RNAE@1236|Gammaproteobacteria",2|Bacteria,MU,outer membrane autotransporter barrel,-,-,-,-,-,-,-,-,-,-,-,-,"Autotransporter,Pertactin",False
group_37113,group_37113,716541.ECL_01547,1.64e-157,446.0,"COG4455@1|root,COG4455@2|Bacteria,1MWHI@1224|Proteobacteria,1RXYE@1236|Gammaproteobacteria,3X0QZ@547|Enterobacter",2|Bacteria,S,ImpE protein,impE,-,-,"ko:K03217,ko:K11898","ko02024,ko03060,ko03070,map02024,map03060,map03070",M00335,-,-,"ko00000,ko00001,ko00002,ko02044,ko03029",2.A.9,-,-,"ImpE,TPR_19",False
group_38685,group_38685,1045856.EcWSU1_04288,8.099999999999999e-102,298.0,"COG0791@1|root,COG0791@2|Bacteria,1RHME@1224|Proteobacteria,1S7CI@1236|Gammaproteobacteria",2|Bacteria,M,NlpC/P60 family,nlpC,-,3.4.17.13,"ko:K13694,ko:K13695,ko:K19303",-,-,-,-,"ko00000,ko01000,ko01002,ko01011",-,-,-,NLPC_P60,False
dltB~~~algI,dltB~~~algI,218491.ECA3129,1.26e-246,679.0,"COG1696@1|root,COG1696@2|Bacteria,1MUXN@1224|Proteobacteria,1RQ1A@1236|Gammaproteobacteria,1MRUP@122277|Pectobacterium",2|Bacteria,M,membrane protein involved in D-alanine export,dltB,-,-,"ko:K03739,ko:K19294","ko01503,ko02020,ko05150,map01503,map02020,map05150",M00725,-,-,"ko00000,ko00001,ko00002,ko01504",-,-,-,MBOAT,False
group_31829,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
group_37020,group_37020,1399774.JDWH01000011_gene582,2.33e-93,273.0,"COG3624@1|root,COG3624@2|Bacteria,1MZTZ@1224|Proteobacteria,1S3FT@1236|Gammaproteobacteria,3X2GF@547|Enterobacter",2|Bacteria,P,PFAM Phosphonate metabolism PhnG,phnG,"GO:0005575,GO:0006793,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0019634,GO:0019637,GO:0019700,GO:0032991,GO:0044237,GO:0046434,GO:0061694,GO:0061695,GO:0071704,GO:1901575,GO:1902494,GO:1904176,GO:1990234",2.7.8.37,ko:K06166,"ko00440,map00440",-,R10185,"RC00005,RC00063","ko00000,ko00001,ko01000",-,-,-,PhnG,False
group_40796,group_40796,1045856.EcWSU1_04274,3.15e-108,311.0,"COG4706@1|root,COG4706@2|Bacteria,1N00A@1224|Proteobacteria,1S59J@1236|Gammaproteobacteria,3X2GC@547|Enterobacter",2|Bacteria,I,Dehydratase,fabZ2,-,-,-,-,-,-,-,-,-,-,-,FabA,False
group_22343,group_22343,716541.ECL_00711,3.25e-74,226.0,"COG2259@1|root,COG2259@2|Bacteria,1RDWQ@1224|Proteobacteria,1S56S@1236|Gammaproteobacteria,3X3W1@547|Enterobacter",2|Bacteria,S,DoxX,-,-,"1.6.99.3,1.8.5.2","ko:K03885,ko:K15977,ko:K16936,ko:K16937","ko00190,ko00920,ko01120,map00190,map00920,map01120",-,R07177,-,"ko00000,ko00001,ko01000",3.D.4.9,-,-,"DoxA,DoxD,DoxX,Pyr_redox_2",False
