Gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,phylon_exclusive
arnD~~~pmrJ,arnD~~~pmrJ,1045856.EcWSU1_04281,1.19e-201,560.0,"COG0726@1|root,COG0726@2|Bacteria,1N8Q4@1224|Proteobacteria,1RQ0R@1236|Gammaproteobacteria,3X042@547|Enterobacter",2|Bacteria,G,Catalyzes the deformylation of 4-deoxy-4-formamido-L- arabinose-phosphoundecaprenol to 4-amino-4-deoxy-L-arabinose- phosphoundecaprenol. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides,arnD,"GO:0005575,GO:0008150,GO:0010035,GO:0010038,GO:0010039,GO:0010041,GO:0016020,GO:0042221,GO:0050896",-,ko:K13014,"ko00520,ko01503,map00520,map01503","M00721,M00761",R07662,"RC00323,RC01575","ko00000,ko00001,ko00002,ko01000,ko01005",-,-,"iAF987.Gmet_0882,iB21_1397.B21_02141,iBWG_1329.BWG_2029,iEC042_1314.EC042_2499,iECBD_1354.ECBD_1403,iECB_1328.ECB_02182,iECDH10B_1368.ECDH10B_2416,iECDH1ME8569_1439.ECDH1ME8569_2192,iECD_1391.ECD_02182,iECO103_1326.ECO103_2722,iECO111_1330.ECO111_3006,iECO26_1355.ECO26_3246,iECUMN_1333.ECUMN_2597,iECW_1372.ECW_m2447,iEKO11_1354.EKO11_1508,iETEC_1333.ETEC_2390,iEcDH1_1363.EcDH1_1402,iEcHS_1320.EcHS_A2401,iEcolC_1368.EcolC_1393,iJO1366.b2256,iSFV_1184.SFV_2326,iSSON_1240.SSON_2317,iUMNK88_1353.UMNK88_2808,iWFL_1372.ECW_m2447,iY75_1357.Y75_RS11830",Polysacc_deac_1,False
alsK,alsK,1045856.EcWSU1_00307,8.279999999999999e-189,528.0,"COG1940@1|root,COG1940@2|Bacteria,1R5PJ@1224|Proteobacteria,1RZZI@1236|Gammaproteobacteria",2|Bacteria,GK,Catalyzes the phosphorylation of D-allose to D-allose 6- phosphate,alsK,"GO:0003674,GO:0003824,GO:0004340,GO:0004396,GO:0005975,GO:0005996,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008787,GO:0009056,GO:0009987,GO:0016052,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019200,GO:0019313,GO:0019314,GO:0019316,GO:0019318,GO:0019320,GO:0019637,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044282,GO:0046365,GO:0046367,GO:0046835,GO:0051156,GO:0071704,GO:1901135,GO:1901575","2.7.1.188,2.7.1.2,2.7.1.214,2.7.1.55","ko:K00845,ko:K00881,ko:K19979,ko:K20433","ko00010,ko00051,ko00052,ko00500,ko00520,ko00521,ko00524,ko00525,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00051,map00052,map00500,map00520,map00521,map00524,map00525,map01100,map01110,map01120,map01130,map01200","M00001,M00549,M00814,M00815","R00299,R01600,R01786,R03576,R11185,R11234","RC00002,RC00017","ko00000,ko00001,ko00002,ko01000",-,-,"iECSF_1327.ECSF_3965,iLF82_1304.LF82_0079,iNRG857_1313.NRG857_20490,iY75_1357.Y75_RS21265",ROK,False
group_46874,group_46874,1045856.EcWSU1_02486,1.13e-89,265.0,"COG0251@1|root,COG0251@2|Bacteria,1RCX5@1224|Proteobacteria,1S478@1236|Gammaproteobacteria,3X2F6@547|Enterobacter",2|Bacteria,J,Endoribonuclease L-PSP,yjgH,-,-,-,-,-,-,-,-,-,-,-,Ribonuc_L-PSP,False
group_39005,group_39005,1045856.EcWSU1_00653,2.2999999999999998e-92,270.0,"COG2893@1|root,COG2893@2|Bacteria,1REDX@1224|Proteobacteria,1S49J@1236|Gammaproteobacteria",2|Bacteria,G,PTS fructose transporter subunit IIA,-,-,2.7.1.191,"ko:K02793,ko:K02794","ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060",M00276,R02630,"RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000",4.A.6.1,-,-,EIIA-man,False
group_33360,group_33360,716541.ECL_04669,2.14e-92,270.0,"COG0789@1|root,COG0789@2|Bacteria,1MZ3P@1224|Proteobacteria,1SA5G@1236|Gammaproteobacteria,3X2A2@547|Enterobacter",2|Bacteria,K,"helix_turn_helix, mercury resistance",zntR,"GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0001121,GO:0001130,GO:0001131,GO:0001140,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043167,GO:0043169,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045893,GO:0045935,GO:0046483,GO:0046872,GO:0046914,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141",-,"ko:K08365,ko:K13638,ko:K19591,ko:K21902",-,M00769,-,-,"ko00000,ko00002,ko01504,ko03000",-,-,-,"MerR,MerR-DNA-bind,MerR_1",False
sfaS~~~fimA,sfaS~~~fimA,640513.Entas_1273,6.92e-84,251.0,"COG3539@1|root,COG3539@2|Bacteria,1N3N9@1224|Proteobacteria,1SA5A@1236|Gammaproteobacteria",2|Bacteria,NU,Fimbrial protein,-,-,-,ko:K07349,-,-,-,-,"ko00000,ko02035,ko02044",-,-,-,Fimbrial,False
dgoD,dgoD,716541.ECL_00011,2.88e-280,766.0,"COG4948@1|root,COG4948@2|Bacteria,1MURK@1224|Proteobacteria,1RPIT@1236|Gammaproteobacteria,3X1D2@547|Enterobacter",2|Bacteria,H,Catalyzes the dehydration of D-galactonate to 2-keto-3- deoxy-D-galactonate,dgoD,"GO:0005975,GO:0006082,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0019520,GO:0019583,GO:0019584,GO:0019752,GO:0032787,GO:0034192,GO:0034194,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0046176,GO:0046395,GO:0071704,GO:0072329,GO:1901575",4.2.1.6,ko:K01684,"ko00052,ko01100,ko01120,map00052,map01100,map01120",M00552,R03033,RC00543,"ko00000,ko00001,ko00002,ko01000",-,-,"iAF1260.b4478,iB21_1397.B21_03519,iBWG_1329.BWG_3382,iEC042_1314.EC042_4048,iEC55989_1330.EC55989_4161,iECBD_1354.ECBD_0011,iECB_1328.ECB_03575,iECDH10B_1368.ECDH10B_3878,iECDH1ME8569_1439.ECDH1ME8569_3579,iECD_1391.ECD_03575,iECIAI1_1343.ECIAI1_3870,iECO103_1326.ECO103_4466,iECO111_1330.ECO111_4519,iECSE_1348.ECSE_3978,iECUMN_1333.ECUMN_4223,iECW_1372.ECW_m3991,iEKO11_1354.EKO11_0011,iETEC_1333.ETEC_3982,iEcDH1_1363.EcDH1_0011,iEcE24377_1341.EcE24377A_4201,iEcSMS35_1347.EcSMS35_4057,iEcolC_1368.EcolC_0011,iJO1366.b4478,iWFL_1372.ECW_m3991,iY75_1357.Y75_RS18645","MR_MLE_C,MR_MLE_N",False
group_43952,group_43952,1045856.EcWSU1_03465,8.79e-136,385.0,"COG1028@1|root,COG1028@2|Bacteria,1RA3U@1224|Proteobacteria,1RREY@1236|Gammaproteobacteria,3X0QY@547|Enterobacter",2|Bacteria,IQ,RmlD substrate binding domain,-,-,-,-,-,-,-,-,-,-,-,-,adh_short_C2,False
rcnA~~~ncrC,rcnA~~~ncrC,1399774.JDWH01000001_gene2681,8.39e-157,445.0,"COG2215@1|root,COG2215@2|Bacteria,1QDA1@1224|Proteobacteria,1RPK1@1236|Gammaproteobacteria,3X3D6@547|Enterobacter",2|Bacteria,P,Belongs to the NiCoT transporter (TC 2.A.52) family,rcnA,-,-,ko:K08970,-,-,-,-,"ko00000,ko02000",2.A.52.2,-,-,NicO,False
group_35020,group_35020,1045856.EcWSU1_01114,0.0,1129.0,"COG0642@1|root,COG0784@1|root,COG0642@2|Bacteria,COG0784@2|Bacteria,1QTVB@1224|Proteobacteria,1T1K3@1236|Gammaproteobacteria",2|Bacteria,T,Response regulator receiver domain,-,-,2.7.13.3,"ko:K10819,ko:K20975","ko02020,ko02025,map02020,map02025",M00820,-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022",-,-,-,"HATPase_c,HTH_18,HisKA,PAS_4,PAS_7,PAS_9,Reg_prop,Response_reg,Y_Y_Y",False
group_43143,group_43143,220341.16503180,2.29e-37,126.0,"2E9BS@1|root,333JI@2|Bacteria,1N09N@1224|Proteobacteria,1SA8V@1236|Gammaproteobacteria,3ZMJA@590|Salmonella",2|Bacteria,S,Protein of unknown function (DUF2492),yecH,-,-,-,-,-,-,-,-,-,-,-,DUF2492,False
group_32760,group_32760,1045856.EcWSU1_02577,2.64e-65,201.0,"2EH85@1|root,33B00@2|Bacteria,1NH9Q@1224|Proteobacteria,1SGNC@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
nodT,nodT,1216966.BAUC01000003_gene2542,2.58e-218,614.0,"COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,1RN0I@1236|Gammaproteobacteria",2|Bacteria,M,Membrane,ttgC_1,-,-,ko:K18139,"ko01501,ko02024,map01501,map02024","M00642,M00643,M00647,M00718,M00768,M00822",-,-,"ko00000,ko00001,ko00002,ko01504,ko02000","1.B.17,2.A.6.2",-,-,OEP,False
gbpA,gbpA,716541.ECL_00662,0.0,981.0,"COG3397@1|root,COG3397@2|Bacteria,1MXNR@1224|Proteobacteria,1RQZB@1236|Gammaproteobacteria,3X3VR@547|Enterobacter",2|Bacteria,S,"Lytic polysaccharide mono-oxygenase, cellulose-degrading",gbpA,"GO:0003674,GO:0003824,GO:0004553,GO:0004568,GO:0005488,GO:0006022,GO:0006026,GO:0006030,GO:0006032,GO:0006040,GO:0006807,GO:0008061,GO:0008144,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016787,GO:0016798,GO:0017144,GO:0042737,GO:0043170,GO:0044237,GO:0044248,GO:0046348,GO:0071704,GO:0097367,GO:1901071,GO:1901072,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575",-,"ko:K03933,ko:K21712","ko05110,map05110",-,-,-,"ko00000,ko00001",-,"AA10,CBM73",-,LPMO_10,False
group_40270,group_40270,1399774.JDWH01000007_gene1690,4.8800000000000005e-144,415.0,"COG1893@1|root,COG1893@2|Bacteria,1QZG9@1224|Proteobacteria,1RYF3@1236|Gammaproteobacteria,3X125@547|Enterobacter",2|Bacteria,H,Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid,panE,-,1.1.1.169,ko:K00077,"ko00770,ko01100,ko01110,map00770,map01100,map01110",M00119,R02472,RC00726,"ko00000,ko00001,ko00002,ko01000",-,-,-,"ApbA,ApbA_C",False
gntR~~~mngR~~~ubiC,gntR~~~mngR~~~ubiC,716541.ECL_03002,4.78e-159,447.0,"COG2188@1|root,COG2188@2|Bacteria,1MUEB@1224|Proteobacteria,1RRAM@1236|Gammaproteobacteria,3X486@547|Enterobacter",2|Bacteria,K,UTRA,mngR,"GO:0003674,GO:0003700,GO:0006355,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",-,"ko:K03482,ko:K03492,ko:K03710,ko:K11922",-,-,-,-,"ko00000,ko03000",-,-,-,"GntR,UTRA",False
yfgF~~~csgD~~~yjcC~~~luxR~~~eAL,yfgF~~~csgD~~~yjcC~~~luxR~~~eAL,1045856.EcWSU1_02115,6.82e-244,682.0,"COG2200@1|root,COG2200@2|Bacteria,1R7E8@1224|Proteobacteria,1RYG0@1236|Gammaproteobacteria,3X3S5@547|Enterobacter",2|Bacteria,T,Putative diguanylate phosphodiesterase,-,-,-,ko:K21025,"ko02025,map02025",-,-,-,"ko00000,ko00001",-,-,-,"EAL,GGDEF,Glyco_trans_2_3,Response_reg",False
group_29123,group_29123,1028307.EAE_10800,1.13e-61,196.0,"COG3539@1|root,COG3539@2|Bacteria,1RBMU@1224|Proteobacteria,1TBZ0@1236|Gammaproteobacteria,3X3WJ@547|Enterobacter",2|Bacteria,NU,Fimbrial protein,bcfE,"GO:0007155,GO:0008150,GO:0009987,GO:0022610,GO:0031589,GO:0042710,GO:0043708,GO:0043709,GO:0044010,GO:0044764,GO:0051704,GO:0090605,GO:0090609",-,-,-,-,-,-,-,-,-,-,Fimbrial,False
group_35198,group_35198,640513.Entas_3582,2.7699999999999997e-60,187.0,"2E08P@1|root,32VWB@2|Bacteria,1N53R@1224|Proteobacteria,1SA7Q@1236|Gammaproteobacteria",2|Bacteria,S,Resistance protein,scsA,-,-,-,-,-,-,-,-,-,-,-,-,False
group_35062,group_35062,517433.PanABDRAFT_2447,3.33e-18,82.4,"2AUWM@1|root,31KK2@2|Bacteria,1QIFD@1224|Proteobacteria,1TG9Q@1236|Gammaproteobacteria,3W1HR@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
group_14132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
group_47171,group_47171,1045856.EcWSU1_02298,2.0700000000000003e-123,360.0,"COG1028@1|root,COG1028@2|Bacteria,1MXNY@1224|Proteobacteria,1RY5U@1236|Gammaproteobacteria,3X1U4@547|Enterobacter",2|Bacteria,IQ,KR domain,-,-,1.1.1.100,"ko:K00059,ko:K18335","ko00051,ko00061,ko00333,ko00780,ko01040,ko01100,ko01120,ko01130,ko01212,map00051,map00061,map00333,map00780,map01040,map01100,map01120,map01130,map01212","M00083,M00572","R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R10690,R11671","RC00029,RC00089,RC00117","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,adh_short_C2,False
group_40423,group_40423,1045856.EcWSU1_03657,2.8e-159,446.0,"COG1452@1|root,COG1452@2|Bacteria,1PKU7@1224|Proteobacteria,1S2IR@1236|Gammaproteobacteria,3X090@547|Enterobacter",2|Bacteria,M,PFAM Oligogalacturonate-specific porin,lptD,-,-,"ko:K04744,ko:K22110",-,-,-,-,"ko00000,ko02000","1.B.35.1,1.B.35.2,1.B.42.1",-,-,"KdgM,OstA,OstA_C",False
group_40082,group_40082,1115515.EV102420_02_01120,1.86e-118,345.0,"COG0666@1|root,COG0666@2|Bacteria,1R83M@1224|Proteobacteria,1SZBQ@1236|Gammaproteobacteria",2|Bacteria,S,ankyrin repeats,ankH,-,-,ko:K07001,-,-,-,-,ko00000,-,-,-,"Ank,Ank_2,Ank_4",False
group_42008,group_42008,549.BW31_01521,0.0,1305.0,"COG3501@1|root,COG4193@1|root,COG3501@2|Bacteria,COG4193@2|Bacteria,1MU7Q@1224|Proteobacteria,1RMZS@1236|Gammaproteobacteria,3VYXD@53335|Pantoea",2|Bacteria,NU,Rhs Element Vgr Protein,atl,-,"3.2.1.96,3.5.1.28","ko:K01227,ko:K11904,ko:K13714","ko00511,ko03070,map00511,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko01000,ko02044",3.A.23.1,GH73,-,"Glucosaminidase,Gp5_C,Phage_GPD,SH3_8",False
group_40498,group_40498,571.MC52_27820,6.2e-103,299.0,"COG3516@1|root,COG3516@2|Bacteria,1RA8Z@1224|Proteobacteria,1S2B1@1236|Gammaproteobacteria",2|Bacteria,S,type VI secretion protein,tssB,-,-,ko:K11901,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,T6SS_VipA,False
group_29692,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
group_27330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
melB~~~rhiT,melB~~~rhiT,1045856.EcWSU1_00414,0.0,967.0,"COG2211@1|root,COG2211@2|Bacteria,1QXCB@1224|Proteobacteria,1RYE7@1236|Gammaproteobacteria",2|Bacteria,G,MFS/sugar transport protein,-,-,-,"ko:K03292,ko:K16210",-,-,-,-,"ko00000,ko02000","2.A.2,2.A.2.5",-,-,MFS_2,False
alsC,alsC,1045856.EcWSU1_00309,3.21e-219,606.0,"COG1172@1|root,COG1172@2|Bacteria,1QHVT@1224|Proteobacteria,1RRYA@1236|Gammaproteobacteria,3X48Q@547|Enterobacter",2|Bacteria,P,Branched-chain amino acid transport system / permease component,alsC,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0008643,GO:0015144,GO:0015145,GO:0015749,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034219,GO:0044425,GO:0044459,GO:0044464,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944",-,"ko:K10440,ko:K10550","ko02010,map02010","M00212,M00217",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.2.1,3.A.1.2.13,3.A.1.2.19,3.A.1.2.6",-,"iE2348C_1286.E2348C_4415,iECIAI39_1322.ECIAI39_4510,iEcSMS35_1347.EcSMS35_4552",BPD_transp_2,False
group_40676,group_40676,716541.ECL_00060,1.57e-113,329.0,"COG2197@1|root,COG2197@2|Bacteria,1P0V6@1224|Proteobacteria,1SS86@1236|Gammaproteobacteria",2|Bacteria,K,response regulator,-,-,-,"ko:K02282,ko:K07686,ko:K07687,ko:K07688,ko:K07689","ko02020,ko02025,ko02026,ko05111,map02020,map02025,map02026,map05111","M00473,M00474,M00475",-,-,"ko00000,ko00001,ko00002,ko02022,ko02035,ko02044",-,-,-,"GerE,Response_reg",False
group_34599,group_34599,1249634.D781_2779,2.24e-93,275.0,"2BCSN@1|root,326D7@2|Bacteria,1RKRP@1224|Proteobacteria,1SZS6@1236|Gammaproteobacteria",2|Bacteria,S,"Type VI secretion system (T6SS), amidase effector protein 4",-,-,-,-,-,-,-,-,-,-,-,-,Tae4,False
