Gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,phylon_exclusive
dgoD,dgoD,716541.ECL_00011,2.88e-280,766.0,"COG4948@1|root,COG4948@2|Bacteria,1MURK@1224|Proteobacteria,1RPIT@1236|Gammaproteobacteria,3X1D2@547|Enterobacter",2|Bacteria,H,Catalyzes the dehydration of D-galactonate to 2-keto-3- deoxy-D-galactonate,dgoD,"GO:0005975,GO:0006082,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0019520,GO:0019583,GO:0019584,GO:0019752,GO:0032787,GO:0034192,GO:0034194,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0046176,GO:0046395,GO:0071704,GO:0072329,GO:1901575",4.2.1.6,ko:K01684,"ko00052,ko01100,ko01120,map00052,map01100,map01120",M00552,R03033,RC00543,"ko00000,ko00001,ko00002,ko01000",-,-,"iAF1260.b4478,iB21_1397.B21_03519,iBWG_1329.BWG_3382,iEC042_1314.EC042_4048,iEC55989_1330.EC55989_4161,iECBD_1354.ECBD_0011,iECB_1328.ECB_03575,iECDH10B_1368.ECDH10B_3878,iECDH1ME8569_1439.ECDH1ME8569_3579,iECD_1391.ECD_03575,iECIAI1_1343.ECIAI1_3870,iECO103_1326.ECO103_4466,iECO111_1330.ECO111_4519,iECSE_1348.ECSE_3978,iECUMN_1333.ECUMN_4223,iECW_1372.ECW_m3991,iEKO11_1354.EKO11_0011,iETEC_1333.ETEC_3982,iEcDH1_1363.EcDH1_0011,iEcE24377_1341.EcE24377A_4201,iEcSMS35_1347.EcSMS35_4057,iEcolC_1368.EcolC_0011,iJO1366.b4478,iWFL_1372.ECW_m3991,iY75_1357.Y75_RS18645","MR_MLE_C,MR_MLE_N",False
group_43952,group_43952,1045856.EcWSU1_03465,8.79e-136,385.0,"COG1028@1|root,COG1028@2|Bacteria,1RA3U@1224|Proteobacteria,1RREY@1236|Gammaproteobacteria,3X0QY@547|Enterobacter",2|Bacteria,IQ,RmlD substrate binding domain,-,-,-,-,-,-,-,-,-,-,-,-,adh_short_C2,False
group_43143,group_43143,220341.16503180,2.29e-37,126.0,"2E9BS@1|root,333JI@2|Bacteria,1N09N@1224|Proteobacteria,1SA8V@1236|Gammaproteobacteria,3ZMJA@590|Salmonella",2|Bacteria,S,Protein of unknown function (DUF2492),yecH,-,-,-,-,-,-,-,-,-,-,-,DUF2492,False
nodT,nodT,1216966.BAUC01000003_gene2542,2.58e-218,614.0,"COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,1RN0I@1236|Gammaproteobacteria",2|Bacteria,M,Membrane,ttgC_1,-,-,ko:K18139,"ko01501,ko02024,map01501,map02024","M00642,M00643,M00647,M00718,M00768,M00822",-,-,"ko00000,ko00001,ko00002,ko01504,ko02000","1.B.17,2.A.6.2",-,-,OEP,False
gbpA,gbpA,716541.ECL_00662,0.0,981.0,"COG3397@1|root,COG3397@2|Bacteria,1MXNR@1224|Proteobacteria,1RQZB@1236|Gammaproteobacteria,3X3VR@547|Enterobacter",2|Bacteria,S,"Lytic polysaccharide mono-oxygenase, cellulose-degrading",gbpA,"GO:0003674,GO:0003824,GO:0004553,GO:0004568,GO:0005488,GO:0006022,GO:0006026,GO:0006030,GO:0006032,GO:0006040,GO:0006807,GO:0008061,GO:0008144,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016787,GO:0016798,GO:0017144,GO:0042737,GO:0043170,GO:0044237,GO:0044248,GO:0046348,GO:0071704,GO:0097367,GO:1901071,GO:1901072,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575",-,"ko:K03933,ko:K21712","ko05110,map05110",-,-,-,"ko00000,ko00001",-,"AA10,CBM73",-,LPMO_10,False
gntR~~~mngR~~~ubiC,gntR~~~mngR~~~ubiC,716541.ECL_03002,4.78e-159,447.0,"COG2188@1|root,COG2188@2|Bacteria,1MUEB@1224|Proteobacteria,1RRAM@1236|Gammaproteobacteria,3X486@547|Enterobacter",2|Bacteria,K,UTRA,mngR,"GO:0003674,GO:0003700,GO:0006355,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",-,"ko:K03482,ko:K03492,ko:K03710,ko:K11922",-,-,-,-,"ko00000,ko03000",-,-,-,"GntR,UTRA",False
yfgF~~~csgD~~~yjcC~~~luxR~~~eAL,yfgF~~~csgD~~~yjcC~~~luxR~~~eAL,1045856.EcWSU1_02115,6.82e-244,682.0,"COG2200@1|root,COG2200@2|Bacteria,1R7E8@1224|Proteobacteria,1RYG0@1236|Gammaproteobacteria,3X3S5@547|Enterobacter",2|Bacteria,T,Putative diguanylate phosphodiesterase,-,-,-,ko:K21025,"ko02025,map02025",-,-,-,"ko00000,ko00001",-,-,-,"EAL,GGDEF,Glyco_trans_2_3,Response_reg",False
group_48634,group_48634,911008.GLAD_00207,2.6e-281,785.0,"COG3519@1|root,COG3519@2|Bacteria,1MUY4@1224|Proteobacteria,1RPK4@1236|Gammaproteobacteria",2|Bacteria,S,Type VI secretion,vasA,-,-,ko:K11896,-,M00334,-,-,"ko00000,ko00002,ko02044",3.A.23.1,-,-,"DUF5459,T6SS_TssF",False
group_40423,group_40423,1045856.EcWSU1_03657,2.8e-159,446.0,"COG1452@1|root,COG1452@2|Bacteria,1PKU7@1224|Proteobacteria,1S2IR@1236|Gammaproteobacteria,3X090@547|Enterobacter",2|Bacteria,M,PFAM Oligogalacturonate-specific porin,lptD,-,-,"ko:K04744,ko:K22110",-,-,-,-,"ko00000,ko02000","1.B.35.1,1.B.35.2,1.B.42.1",-,-,"KdgM,OstA,OstA_C",False
melB~~~rhiT,melB~~~rhiT,1045856.EcWSU1_00414,0.0,967.0,"COG2211@1|root,COG2211@2|Bacteria,1QXCB@1224|Proteobacteria,1RYE7@1236|Gammaproteobacteria",2|Bacteria,G,MFS/sugar transport protein,-,-,-,"ko:K03292,ko:K16210",-,-,-,-,"ko00000,ko02000","2.A.2,2.A.2.5",-,-,MFS_2,False
group_41953,group_41953,1399774.JDWH01000002_gene3180,8.84e-220,612.0,"COG0642@1|root,COG0642@2|Bacteria,1QU3Z@1224|Proteobacteria,1T1T7@1236|Gammaproteobacteria,3X0AJ@547|Enterobacter",2|Bacteria,T,His Kinase A (phosphoacceptor) domain,chvG,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",2.7.13.3,"ko:K07641,ko:K07642,ko:K10681,ko:K14980,ko:K18143","ko01501,ko02020,map01501,map02020","M00449,M00450,M00468,M00520,M00645,M00646,M00648,M00649,M00655",-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko01504,ko02022",-,-,-,"HAMP,HATPase_c,HisKA,Sensor_TM1,Stimulus_sens_1",False
group_40676,group_40676,716541.ECL_00060,1.57e-113,329.0,"COG2197@1|root,COG2197@2|Bacteria,1P0V6@1224|Proteobacteria,1SS86@1236|Gammaproteobacteria",2|Bacteria,K,response regulator,-,-,-,"ko:K02282,ko:K07686,ko:K07687,ko:K07688,ko:K07689","ko02020,ko02025,ko02026,ko05111,map02020,map02025,map02026,map05111","M00473,M00474,M00475",-,-,"ko00000,ko00001,ko00002,ko02022,ko02035,ko02044",-,-,-,"GerE,Response_reg",False
group_46007,group_46007,911008.GLAD_04625,1.01e-91,268.0,"COG1917@1|root,COG1917@2|Bacteria,1RH1V@1224|Proteobacteria,1S3RV@1236|Gammaproteobacteria",2|Bacteria,S,"conserved protein, contains double-stranded beta-helix domain",MA20_13155,-,4.1.1.44,ko:K01607,"ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220",-,R03470,RC00938,"ko00000,ko00001,ko01000",-,-,-,Cupin_2,False
group_48091,group_48091,1115512.EH105704_12_01000,1.99e-46,152.0,"2ENR9@1|root,33GCG@2|Bacteria,1N0YA@1224|Proteobacteria,1S9TY@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
yesN~~~araC,yesN~~~araC,1045856.EcWSU1_00152,1.22e-180,504.0,"COG2207@1|root,COG2207@2|Bacteria,1MXT6@1224|Proteobacteria,1RXTQ@1236|Gammaproteobacteria",2|Bacteria,K,transcriptional regulator,yisR,-,-,-,-,-,-,-,-,-,-,-,"AraC_binding,HTH_18,HTH_AraC",False
aidA~~~yaiT,aidA~~~yaiT,1045856.EcWSU1_00889,0.0,1646.0,"COG3468@1|root,COG3468@2|Bacteria,1R5PB@1224|Proteobacteria,1RNAE@1236|Gammaproteobacteria",2|Bacteria,MU,outer membrane autotransporter barrel,-,-,-,-,-,-,-,-,-,-,-,-,"Autotransporter,Pertactin",False
group_35967,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
papD~~~yhcA,papD~~~yhcA,1045856.EcWSU1_00600,4.47e-175,488.0,"COG3121@1|root,COG3121@2|Bacteria,1R9CK@1224|Proteobacteria,1RYSR@1236|Gammaproteobacteria",2|Bacteria,NU,chaperone,yhcA,-,-,-,-,-,-,-,-,-,-,-,"PapD_C,PapD_N",False
group_38685,group_38685,1045856.EcWSU1_04288,8.099999999999999e-102,298.0,"COG0791@1|root,COG0791@2|Bacteria,1RHME@1224|Proteobacteria,1S7CI@1236|Gammaproteobacteria",2|Bacteria,M,NlpC/P60 family,nlpC,-,3.4.17.13,"ko:K13694,ko:K13695,ko:K19303",-,-,-,-,"ko00000,ko01000,ko01002,ko01011",-,-,-,NLPC_P60,False
group_39733,group_39733,701347.Entcl_3382,2.02e-282,781.0,"COG1129@1|root,COG1129@2|Bacteria,1MU22@1224|Proteobacteria,1RMCH@1236|Gammaproteobacteria,3X1MA@547|Enterobacter",2|Bacteria,P,Part of the ABC transporter complex RbsABC involved in ribose import. Responsible for energy coupling to the transport system,rbsA,-,3.6.3.17,"ko:K02056,ko:K10441,ko:K10539,ko:K10542,ko:K10545,ko:K10558,ko:K17210","ko02010,ko02024,map02010,map02024","M00212,M00213,M00214,M00215,M00219,M00221,M00592",-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.2,3.A.1.2.1,3.A.1.2.13,3.A.1.2.19,3.A.1.2.2,3.A.1.2.21,3.A.1.2.3,3.A.1.2.4,3.A.1.2.8",-,-,ABC_tran,False
group_37020,group_37020,1399774.JDWH01000011_gene582,2.33e-93,273.0,"COG3624@1|root,COG3624@2|Bacteria,1MZTZ@1224|Proteobacteria,1S3FT@1236|Gammaproteobacteria,3X2GF@547|Enterobacter",2|Bacteria,P,PFAM Phosphonate metabolism PhnG,phnG,"GO:0005575,GO:0006793,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0019634,GO:0019637,GO:0019700,GO:0032991,GO:0044237,GO:0046434,GO:0061694,GO:0061695,GO:0071704,GO:1901575,GO:1902494,GO:1904176,GO:1990234",2.7.8.37,ko:K06166,"ko00440,map00440",-,R10185,"RC00005,RC00063","ko00000,ko00001,ko01000",-,-,-,PhnG,False
group_39168,group_39168,1399774.JDWH01000002_gene3178,4.11e-66,204.0,"2E7IN@1|root,3320Y@2|Bacteria,1NG16@1224|Proteobacteria,1SEA9@1236|Gammaproteobacteria,3X2V8@547|Enterobacter",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
yihT~~~lacD,yihT~~~lacD,1045856.EcWSU1_04481,3.83e-198,550.0,"COG3684@1|root,COG3684@2|Bacteria,1QZI3@1224|Proteobacteria,1RYP6@1236|Gammaproteobacteria",2|Bacteria,G,Cleaves 6-deoxy-6-sulfo-D-fructose 1-phosphate (SFP) to form dihydroxyacetone phosphate (DHAP) and 3-sulfolactaldehyde (SLA),lacD,"GO:0003674,GO:0003824,GO:0006066,GO:0006082,GO:0006790,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016054,GO:0016829,GO:0016830,GO:0016832,GO:0019637,GO:0034308,GO:0042180,GO:0044237,GO:0044248,GO:0044273,GO:0044281,GO:0044282,GO:0061595,GO:0061720,GO:0071704,GO:1901135,GO:1901136,GO:1901575,GO:1901615,GO:1902776,GO:1902777","4.1.2.40,4.1.2.57","ko:K01635,ko:K01671","ko00052,ko01100,ko02024,map00052,map01100,map02024",-,"R01069,R10760","RC00438,RC00439","ko00000,ko00001,ko01000",-,-,-,DeoC,False
group_42502,group_42502,716541.ECL_00066,3.68e-123,353.0,"COG3539@1|root,COG3539@2|Bacteria,1RFG6@1224|Proteobacteria,1S3AJ@1236|Gammaproteobacteria",2|Bacteria,NU,Fimbrial protein,-,-,-,ko:K07345,"ko05133,map05133",-,-,-,"ko00000,ko00001,ko02035,ko02044",-,-,-,Fimbrial,False
group_47551,group_47551,1045856.EcWSU1_04030,7.749999999999999e-106,312.0,"COG3121@1|root,COG3121@2|Bacteria,1R9CK@1224|Proteobacteria,1RYSR@1236|Gammaproteobacteria",2|Bacteria,NU,chaperone,yhcA,-,-,-,-,-,-,-,-,-,-,-,"PapD_C,PapD_N",False
group_40295,group_40295,1399774.JDWH01000026_gene4089,0.0,1020.0,"COG0006@1|root,COG0006@2|Bacteria,1MUZS@1224|Proteobacteria,1RPQD@1236|Gammaproteobacteria,3X3NJ@547|Enterobacter",2|Bacteria,E,C-terminal region of peptidase_M24,pepP,-,3.4.11.9,"ko:K01262,ko:K02027",-,M00207,-,-,"ko00000,ko00002,ko01000,ko01002,ko02000",3.A.1.1,-,-,"Creatinase_N,Creatinase_N_2,Peptidase_M24,Peptidase_M24_C",False
group_22589,group_22589,1286170.RORB6_20965,1.1800000000000001e-209,582.0,"COG0202@1|root,COG0202@2|Bacteria,1MU75@1224|Proteobacteria,1RMU3@1236|Gammaproteobacteria",2|Bacteria,K,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,rpoA,"GO:0003674,GO:0003824,GO:0003899,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006354,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0071704,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576",2.7.7.6,ko:K03040,"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020",M00183,"R00435,R00441,R00442,R00443",RC02795,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400",-,-,-,"RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L",False
group_39966,group_39966,1399774.JDWH01000013_gene809,1.28e-171,479.0,"COG1387@1|root,COG1387@2|Bacteria,1MYXV@1224|Proteobacteria,1RRE9@1236|Gammaproteobacteria,3X216@547|Enterobacter",2|Bacteria,E,Belongs to the PHP family,ycdX,"GO:0001539,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006928,GO:0008150,GO:0008270,GO:0009987,GO:0016787,GO:0016788,GO:0040011,GO:0042578,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588",-,ko:K04477,-,-,-,-,ko00000,-,-,-,PHP,False
group_42029,group_42029,1045856.EcWSU1_04326,2.33e-35,120.0,"2E541@1|root,32ZX1@2|Bacteria,1N7UP@1224|Proteobacteria,1SDDF@1236|Gammaproteobacteria,3X2UY@547|Enterobacter",2|Bacteria,S,Cellulose biosynthesis protein BcsF,bcsF,-,-,-,-,-,-,-,-,-,-,-,CBP_BcsF,False
